% randomly generated dataset
@relation labor
@attribute duration REAL
@attribute wage-increase-first-year REAL
@attribute wage-increase-second-year REAL
@attribute wage-increase-third-year REAL
@attribute cost-of-living-adjustment {none,tcf,tc}
@attribute working-hours REAL
@attribute pension {none,ret_allw,empl_contr}
@attribute standby-pay REAL
@attribute shift-differential REAL
@attribute education-allowance {yes,no}
@attribute statutory-holidays REAL
@attribute vacation {below_average,average,generous}
@attribute longterm-disability-assistance {yes,no}
@attribute contribution-to-dental-plan {none,half,full}
@attribute bereavement-assistance {yes,no}
@attribute contribution-to-health-plan {none,half,full}
@attribute class {bad,good}
@data
3,4,?,?,none,38,?,?,?,no,11,below_average,?,?,?,full,good
3,7,4,?,?,40,?,?,5,?,11,?,?,none,yes,none,good
2,5,5,?,tcf,40,none,?,?,?,10,below_average,?,none,?,?,bad
3,7,4.5,?,none,38,?,10,10,yes,12,generous,?,none,?,half,good
2,4.6,4.5,?,?,38,empl_contr,?,?,yes,12,generous,no,half,yes,half,bad
2,4.5,4,?,tcf,38,?,14,?,yes,11,?,?,?,?,none,bad
2,4,4,?,tc,40,?,?,25,?,12,average,yes,half,?,full,good
2,3.5,6.4,2,?,?,empl_contr,?,?,?,11,average,no,half,?,full,bad
3,4.5,4,?,?,38,?,?,6,?,9,?,yes,?,yes,half,bad
2,4.5,4,?,?,40,?,10,4,?,12,generous,yes,half,yes,full,bad
2,4.5,4.4,?,none,39,empl_contr,?,3,no,15,generous,no,none,?,full,good
3,4.5,4,?,tcf,40,?,12,?,?,12,average,yes,full,yes,?,bad
3,4,4.8,?,none,40,empl_contr,?,?,?,15,average,?,?,?,full,good
2,2.5,3.5,2,none,40,empl_contr,2,6,?,12,generous,yes,?,yes,?,good
2,3,?,?,none,40,?,?,?,?,10,below_average,?,full,?,full,good
2,3.5,4.5,4.6,none,38,empl_contr,?,?,yes,10,?,?,full,yes,half,good
2,3.5,5,?,none,38,none,?,?,?,11,average,?,full,?,?,bad
3,2.5,3.5,5,tcf,38,none,?,5,no,10,below_average,?,?,?,half,good
2,3.5,?,5,none,?,?,?,3,?,15,average,?,half,?,?,good
2,2,?,?,?,38,?,?,4,yes,10,average,yes,half,yes,full,good
2,5.7,4.5,?,tcf,40,?,?,?,yes,10,below_average,no,full,?,full,good
1,3.7,3,4.6,?,27,?,?,3,?,11,?,no,?,yes,none,good
2,4.5,3,?,?,40,?,?,?,?,11,generous,?,half,yes,full,good
2,4,?,5,?,?,empl_contr,?,?,no,12,generous,yes,full,yes,full,good
2,2.8,4,?,tcf,40,?,?,2,yes,9,average,?,?,yes,half,bad
2,2.5,?,?,?,?,none,?,5,yes,12,generous,yes,?,yes,?,good
1,2,3,?,none,40,?,13,?,no,11,below_average,yes,full,yes,none,bad
2,4.5,4.4,?,?,40,empl_contr,2,?,?,?,?,no,?,yes,none,good
2,4,4.4,?,none,38,empl_contr,?,?,yes,13,generous,yes,half,yes,?,bad
2,2,?,5,?,40,?,?,3,?,10,generous,?,full,yes,full,bad
3,3.5,4.6,?,none,40,?,13,5,?,12,generous,?,none,yes,full,good
1,4.5,5,?,none,40,?,?,4,no,9,below_average,?,full,yes,half,bad
3,2,?,?,?,40,?,?,5,?,11,average,yes,half,yes,full,bad
3,2.5,?,2,tc,40,?,?,?,no,11,below_average,?,full,?,?,good
2,5,5,?,?,40,?,?,14,no,13,average,?,?,yes,none,good
3,3.5,3,?,none,35,?,?,?,yes,11,average,?,half,?,?,bad
1,2,?,?,none,40,?,?,?,no,11,average,?,none,yes,?,bad
3,2,4.4,5,?,38,none,?,4,yes,13,below_average,?,none,?,?,good
3,4.5,6,2,tcf,35,?,?,2,?,11,generous,no,?,?,?,good
3,2,4,?,?,35,none,8,2,?,11,?,yes,half,yes,full,good
2,2.8,5,?,tcf,40,empl_contr,?,?,no,?,generous,yes,full,yes,half,bad
?,4,4,?,?,35,?,13,6,no,11,generous,?,none,yes,?,good
2,3,4.6,?,none,40,?,?,?,?,10,generous,no,?,?,none,bad
3,4.5,4.8,?,none,40,?,?,3,?,12,?,?,full,no,full,good
1,5,4,2,?,40,empl_contr,?,?,?,?,?,?,half,yes,full,good
2,3.5,5,?,tcf,40,none,?,3,?,9,below_average,?,half,?,half,good
3,4.6,3,?,?,38,?,?,?,?,11,average,yes,?,?,half,bad
3,4,?,?,?,38,?,?,?,yes,11,generous,yes,half,?,?,good
3,4.5,4,?,none,35,none,?,2,no,11,below_average,?,half,?,?,good
2,3.7,?,?,?,38,ret_allw,?,4,no,9,average,?,?,yes,half,bad
1,4.5,4,5.1,none,40,?,?,3,no,9,below_average,yes,half,yes,none,good
2,7,?,?,none,40,ret_allw,10,?,?,11,average,?,?,yes,?,bad
3,4,4,?,?,40,?,?,5,?,11,average,yes,?,yes,?,good
1,4.5,3.5,?,?,40,?,?,3,?,?,generous,?,?,yes,full,good
3,5.7,2.5,?,?,35,empl_contr,12,5,?,11,?,?,full,no,?,good
2,4.5,?,2.1,?,40,?,13,25,?,10,below_average,no,half,?,?,good
2,6,2,2.3,?,40,?,2,?,?,15,below_average,yes,?,yes,half,good
3,2,2,4.6,none,40,none,13,4,no,?,below_average,yes,half,yes,?,good
2,4.5,5,?,?,38,?,?,?,no,11,generous,?,none,?,full,bad
3,3.5,4.5,5.1,tc,35,empl_contr,?,2,?,11,below_average,yes,half,no,full,good
2,6,5.3,?,?,?,none,?,?,?,10,generous,?,none,yes,?,good
2,4,2,5,tcf,38,?,?,0,no,10,generous,?,half,?,?,bad
1,2,3,?,none,38,none,?,2,yes,10,below_average,?,full,yes,half,bad
2,2.5,3,?,?,33,empl_contr,?,2,no,9,average,?,full,?,half,good
2,2.8,5,?,?,35,?,14,2,?,?,below_average,?,?,yes,full,bad
1,3,4,5,?,38,?,8,10,no,12,below_average,?,half,no,none,good
2,4.5,4,?,none,37,?,4,?,yes,9,average,no,full,?,full,bad
1,2,4,?,none,40,?,?,4,yes,13,generous,no,?,yes,?,good
3,4.5,4.5,?,tc,38,ret_allw,?,6,?,?,average,yes,none,?,?,bad
2,7,4.8,5.1,?,38,none,?,?,?,11,average,yes,half,yes,?,good
2,2,4.5,2.5,?,37,?,?,4,?,11,generous,?,?,?,half,good
2,4.5,7,?,?,40,?,?,4,?,11,average,yes,half,?,?,bad
2,4,?,?,none,39,?,?,1,yes,10,average,?,half,yes,full,good
2,6,4,2.5,none,38,empl_contr,?,?,yes,10,generous,?,half,yes,full,good
3,2,3,5,?,?,none,?,2,?,10,below_average,yes,full,?,?,bad
2,3.5,4.6,?,?,40,?,?,?,no,9,generous,no,?,no,?,good
2,3.5,2.5,5,tc,38,none,4,?,no,12,below_average,yes,full,?,full,bad
1,2,?,?,?,40,?,?,?,?,?,?,?,full,?,full,good
2,4.5,2,?,?,35,empl_contr,?,?,?,11,below_average,no,?,yes,none,good
2,4.6,?,?,?,38,none,?,?,no,11,generous,?,?,yes,?,good
2,5,?,2,?,40,none,?,?,?,10,generous,?,none,yes,full,good
1,2.5,4,?,none,38,?,?,2,?,10,generous,?,half,yes,none,good
2,2.8,3,?,tcf,?,?,?,10,yes,13,generous,?,half,?,?,good
1,4,5.8,?,tcf,39,?,?,2,?,10,average,?,half,yes,full,good
3,5,2.5,?,tc,38,?,?,14,?,?,generous,yes,none,?,?,bad
2,2,4.5,?,?,36,none,?,5,?,?,below_average,?,full,yes,half,bad
2,2,4,?,none,40,none,4,?,?,15,below_average,?,half,?,full,bad
3,5,?,?,tcf,?,?,?,?,?,11,generous,yes,full,yes,full,bad
3,5,2,4.6,none,35,?,?,?,?,11,generous,?,half,?,half,bad
3,3.5,5,5,tc,36,?,?,2,no,9,generous,yes,?,?,?,good
3,2,4.8,2.5,?,38,?,?,?,?,?,generous,?,half,yes,?,good
3,2.8,5,?,none,40,empl_contr,8,4,no,10,below_average,?,full,?,half,bad
3,3.7,2.5,?,?,40,empl_contr,?,?,no,11,generous,?,full,?,full,good
2,2,?,?,tcf,40,?,?,4,yes,11,below_average,?,none,yes,full,good
3,4.6,2.5,?,none,36,?,2,?,?,12,generous,yes,none,?,?,good
2,2,3,?,?,35,ret_allw,8,3,yes,10,generous,?,?,?,?,bad
2,3.7,3,?,none,38,empl_contr,?,4,?,11,generous,yes,half,?,?,good
1,5,?,?,?,?,?,?,?,?,11,?,yes,half,?,?,good
3,4,2.5,?,none,35,empl_contr,?,2,?,?,below_average,?,half,?,half,bad
1,2,3,?,none,38,?,14,?,?,10,below_average,yes,?,?,none,good
2,3,6.4,?,?,37,?,14,6,yes,?,average,?,?,yes,none,bad
3,4.5,2.5,?,tc,38,empl_contr,?,?,yes,11,below_average,yes,full,?,full,good
3,5,4.4,?,none,40,?,?,5,?,11,below_average,yes,?,?,full,bad
2,5,3,?,none,40,empl_contr,?,4,?,10,below_average,yes,full,?,full,bad
3,2.8,3,?,tcf,38,empl_contr,?,4,no,11,generous,?,half,yes,?,good
2,3.5,?,?,none,38,empl_contr,?,?,yes,9,average,no,?,?,?,good
3,3.5,4,5,?,40,?,?,?,?,10,generous,?,full,yes,full,good
2,2,4.6,?,none,38,?,?,0,no,11,average,?,full,yes,full,good
1,5.7,4,?,tcf,40,empl_contr,?,5,yes,10,generous,no,full,yes,?,good
1,5.7,?,?,?,37,none,?,?,?,11,average,?,none,yes,?,good
2,5,5,2,none,40,?,?,?,?,11,average,yes,half,yes,full,bad
3,6.4,4,?,?,40,?,2,4,?,12,average,?,full,no,full,good
?,3,4.6,?,none,40,?,?,?,?,10,generous,yes,full,?,full,good
3,2.8,4,?,?,40,empl_contr,?,?,yes,10,?,?,?,yes,full,good
3,6,4,?,none,?,empl_contr,?,6,no,?,generous,no,half,yes,half,bad
2,4,?,?,?,40,empl_contr,?,?,?,10,average,?,?,yes,full,good
1,5.7,4,5,?,?,ret_allw,?,?,?,10,below_average,?,?,yes,full,good
2,?,5.3,?,tcf,38,none,2,?,no,11,?,yes,?,?,?,bad
2,6.4,?,?,tcf,38,?,?,4,?,9,generous,?,full,yes,?,good
3,2.1,4,?,none,40,?,?,4,no,?,below_average,yes,half,?,full,good
3,?,4,4.6,tcf,37,?,?,2,yes,11,below_average,?,?,?,full,good
3,4,4.4,?,tcf,?,none,?,?,?,11,?,?,?,?,full,bad
2,3,4.6,2.1,tcf,?,?,?,0,yes,10,?,yes,none,?,none,good
3,4.5,4,2.3,tc,38,none,?,4,no,12,generous,yes,?,yes,?,bad
2,4,2,?,none,40,?,?,?,?,?,average,?,?,?,?,bad
1,6.9,5.8,?,?,40,?,?,4,?,12,average,?,half,yes,full,bad
2,3.5,?,?,none,40,?,?,?,yes,11,below_average,yes,?,?,?,bad
2,2.8,4,2.1,?,40,empl_contr,?,?,yes,10,below_average,yes,?,yes,none,good
2,4.5,3,?,tc,40,?,?,3,?,11,below_average,yes,half,?,?,bad
3,3.5,4.5,?,tc,40,?,?,3,?,12,?,no,full,no,half,bad
2,2,2.5,?,tc,35,?,?,?,yes,10,generous,yes,half,?,full,good
1,4,?,?,none,38,none,?,?,yes,13,below_average,?,none,?,full,bad
2,6,5,2,none,38,?,?,2,?,11,below_average,?,none,yes,half,bad
1,5,4.5,?,?,40,?,?,4,?,12,?,yes,half,?,full,good
1,2,4.5,4,tcf,40,?,?,?,?,?,generous,yes,?,yes,half,bad
1,3.7,?,?,?,38,?,?,?,?,9,generous,yes,half,?,?,good
2,4.5,4,5,none,40,?,?,3,?,10,average,yes,?,yes,?,bad
2,3,4,?,?,35,?,?,4,?,9,average,?,none,?,full,good
2,3.5,4,5,none,38,?,?,2,?,12,generous,no,?,?,half,good
1,3.5,2.5,?,none,37,empl_contr,?,3,?,11,generous,no,full,?,half,good
3,2.8,?,4.6,none,40,empl_contr,?,?,yes,15,average,?,none,yes,?,good
3,4.5,3,?,none,40,empl_contr,12,0,?,12,below_average,?,none,?,half,bad
2,5,4,?,tc,40,?,?,?,?,13,below_average,?,?,yes,half,good
3,2,5.8,?,none,37,?,2,0,no,12,generous,yes,none,yes,full,bad
2,3.5,2.5,5,none,37,?,10,?,?,12,below_average,?,full,yes,none,good
2,2,4.8,?,?,38,none,?,?,?,11,below_average,yes,?,yes,?,good
2,3,4,?,?,38,empl_contr,?,?,no,10,average,yes,full,yes,full,bad
2,3,4,4.6,none,38,?,?,4,?,9,average,?,half,yes,?,good
2,2,5,?,tc,35,none,4,3,?,11,?,yes,full,?,full,good
2,4.5,2,?,tcf,37,?,?,0,yes,10,below_average,yes,half,no,full,bad
2,4.5,2.5,5.1,none,?,empl_contr,?,?,?,11,average,yes,half,yes,none,good
?,4.6,4.5,?,none,40,empl_contr,?,25,?,11,below_average,yes,full,yes,?,good
2,4.5,2.5,?,none,38,?,?,?,?,12,?,no,full,?,half,bad
2,6.4,?,5,none,38,?,14,4,yes,10,?,no,?,yes,?,bad
3,4.5,?,5,none,40,?,?,3,?,11,average,yes,half,?,full,bad
2,6,2.5,5,?,38,none,?,?,no,12,?,?,half,?,?,good
2,4.5,4,?,none,37,none,?,?,?,11,generous,no,?,yes,?,good
3,6.4,4.5,?,none,38,empl_contr,2,?,?,13,average,?,half,yes,full,good
2,2,5.3,?,none,40,empl_contr,?,?,?,11,generous,yes,full,yes,half,good
2,3.5,4,?,tc,38,?,?,5,?,11,generous,yes,?,?,none,good
1,2,?,?,tcf,40,?,12,2,yes,10,?,no,?,?,full,good
1,2,3,?,none,40,?,?,4,?,12,?,?,none,?,?,good
2,3.5,?,?,tcf,?,?,?,?,yes,10,average,?,none,yes,?,good
2,2.5,6,?,none,35,empl_contr,14,?,?,13,generous,?,none,yes,full,good
2,2,2,5.1,none,38,none,?,?,?,9,average,yes,half,no,?,good
2,4,4,5,none,38,empl_contr,?,?,yes,12,average,yes,none,?,none,bad
?,4,?,?,?,40,none,?,?,?,?,average,no,full,yes,half,good
2,4,?,?,?,?,?,?,?,yes,11,generous,?,half,yes,?,good
2,4.5,6.4,?,tcf,35,empl_contr,?,3,yes,12,below_average,?,none,?,half,good
2,4.5,?,?,tcf,40,?,?,?,no,12,below_average,?,full,yes,?,good
3,3,3.5,5,none,40,none,?,?,?,12,below_average,yes,?,?,none,bad
3,5,4.4,4.6,?,35,?,?,2,yes,10,average,yes,full,yes,?,good
2,2.1,3,?,tcf,40,none,?,4,no,9,below_average,?,half,yes,?,bad
2,3.5,4.5,?,?,38,?,10,?,yes,?,?,no,full,yes,?,good
3,2.5,4.5,?,?,38,?,2,4,?,11,generous,yes,?,yes,?,bad
1,2.5,4,?,none,38,?,13,?,no,10,below_average,?,?,?,?,good
3,6.4,2,?,none,?,?,?,?,no,?,generous,yes,full,yes,full,bad
2,2.8,4.5,?,none,38,ret_allw,2,4,no,12,below_average,?,half,yes,half,good
2,5,?,5,tcf,40,?,?,?,?,12,below_average,?,half,?,?,bad
3,3.7,4.8,?,tcf,40,?,?,3,?,12,below_average,yes,full,yes,full,bad
2,4.6,2,?,none,38,?,?,2,no,10,average,yes,?,yes,full,bad
2,2.8,?,?,tcf,38,?,?,25,yes,11,below_average,?,none,?,none,bad
3,5,5,?,?,36,none,?,?,?,13,average,yes,full,?,full,good
3,2,?,?,none,40,?,?,?,yes,11,generous,yes,full,?,?,good
2,3,3,?,?,?,empl_contr,?,5,yes,11,below_average,?,full,?,half,good
2,4,5.8,4.5,tc,40,?,12,?,?,12,below_average,yes,?,?,full,good
3,2,2,?,none,?,?,?,2,?,?,below_average,?,?,yes,full,bad
3,?,4.4,?,?,?,?,?,4,no,11,below_average,yes,half,?,?,good
2,3.7,4,?,?,40,ret_allw,?,?,no,12,generous,?,full,yes,full,good
3,2,4,?,none,40,?,?,4,yes,10,below_average,yes,full,yes,?,good
3,2,3,?,?,40,?,?,5,?,10,average,?,?,?,full,good
2,2,5,?,tcf,35,?,?,3,no,11,below_average,yes,half,yes,full,good
2,3.5,?,?,tcf,40,none,?,2,no,10,average,yes,full,yes,none,good
?,3.5,5,?,?,?,?,?,5,?,12,below_average,yes,full,yes,full,good
2,3,2.5,?,?,38,none,13,2,?,11,generous,?,half,yes,full,bad
2,2.5,4,?,none,40,empl_contr,14,5,?,11,generous,no,none,?,half,good
2,2,4,?,none,33,none,?,5,yes,12,average,yes,?,?,full,good
1,2.5,3,?,tcf,35,empl_contr,?,?,?,12,generous,no,half,yes,full,good
3,2,?,5,tcf,27,?,?,?,?,11,average,yes,full,yes,full,bad
2,2,3,2,none,?,?,?,?,no,12,below_average,?,half,?,?,good
2,?,5,?,tcf,38,?,2,?,?,12,below_average,?,?,?,full,good
2,4,3,?,none,39,?,?,2,?,10,?,yes,?,?,?,good
2,3.5,4.4,?,none,40,?,2,3,?,11,generous,?,half,yes,?,good
3,4.5,2,5,none,40,?,14,?,?,?,below_average,yes,half,yes,none,good
3,5,4,?,tcf,?,?,?,3,no,10,?,yes,none,no,full,good
2,4.5,3,?,none,38,?,?,2,?,12,average,?,half,?,none,good
3,3.5,4,?,none,40,empl_contr,?,?,?,10,below_average,?,none,?,full,bad
2,2.5,4,?,none,27,?,12,?,?,12,average,?,?,yes,?,good
2,4.5,5,?,tc,39,none,?,?,yes,11,below_average,no,?,yes,none,bad
2,3,4,?,?,36,empl_contr,?,4,no,15,below_average,yes,half,yes,?,bad
3,4,?,?,?,40,?,?,?,no,12,generous,yes,half,?,full,good
1,4,5,?,?,40,?,?,25,?,10,generous,?,full,?,?,good
2,5.7,4,2,tcf,38,none,8,?,?,12,average,?,none,?,full,bad
3,5,4.5,?,tc,40,empl_contr,?,2,no,11,average,yes,full,?,half,good
2,5.7,4,?,?,36,?,?,?,?,?,generous,yes,?,yes,full,bad
2,?,4,?,tcf,36,?,?,?,?,11,below_average,?,?,yes,?,good
1,4,?,?,none,37,?,?,3,?,9,average,yes,half,?,?,good
3,3.5,3,5,none,40,empl_contr,?,?,no,9,below_average,yes,half,no,?,good
2,3,4,5,none,40,?,?,?,?,?,generous,yes,none,yes,?,good
2,4,6.4,?,none,38,?,?,6,yes,11,below_average,?,half,yes,full,bad
2,2,4,?,?,40,empl_contr,?,5,?,9,below_average,?,half,yes,none,good
2,4.5,4.5,?,?,27,empl_contr,4,14,?,12,generous,?,full,yes,full,good
3,3.5,4,?,none,40,?,?,?,?,11,below_average,yes,half,?,none,good
2,3.5,4,?,?,40,?,?,5,no,10,generous,?,full,yes,full,good
2,5,4.8,?,?,37,none,?,5,yes,13,generous,yes,?,no,half,good
3,7,4,2.3,tcf,33,?,?,3,no,10,average,?,?,yes,?,good
3,2.5,4.5,2,none,?,?,?,2,no,11,average,?,?,yes,none,good
2,2.5,?,?,tc,40,empl_contr,?,?,?,11,below_average,no,?,?,none,good
1,4.5,4,?,none,40,empl_contr,?,2,no,9,average,yes,?,?,?,good
3,2.5,3,?,tcf,40,empl_contr,4,3,?,11,?,no,?,?,none,good
3,2.5,?,?,?,?,?,?,?,?,11,below_average,?,?,?,full,good
3,2,4.6,?,?,38,empl_contr,?,?,?,11,average,?,?,yes,half,good
2,?,4,?,tc,40,empl_contr,?,14,?,12,below_average,?,?,?,?,good
2,2,?,?,none,38,none,?,3,?,11,below_average,?,half,yes,?,bad
1,4.5,4.6,?,?,38,none,?,3,?,12,below_average,?,full,?,?,good
3,5,4,?,?,40,none,10,?,?,12,below_average,?,full,?,?,bad
1,5,2,2.5,none,40,empl_contr,?,?,?,11,below_average,no,half,yes,?,bad
2,2.5,5.3,?,none,36,empl_contr,?,?,?,10,below_average,?,?,?,?,bad
3,2.5,7,?,none,40,?,?,?,yes,15,generous,?,half,?,?,good
2,6,?,?,?,38,?,?,?,no,10,generous,yes,?,?,?,good
2,6.9,3,2.3,tc,37,?,?,?,?,12,average,?,full,?,full,bad
2,2.5,4.4,?,?,38,?,4,?,?,11,average,yes,half,?,?,bad
3,2,4,?,?,40,?,?,?,yes,11,average,yes,none,yes,full,good
3,3,4,?,?,38,?,2,5,no,9,average,yes,?,yes,half,bad
3,2.5,7,5,tc,39,none,?,4,?,9,below_average,no,?,yes,full,good
2,4.3,2.5,?,none,?,empl_contr,?,3,?,11,?,?,none,?,full,good
3,4.5,5.8,?,none,?,?,?,14,yes,11,generous,?,?,yes,?,bad
2,3,3,?,none,38,?,?,3,?,?,average,?,half,yes,none,bad
3,2,4.6,2,none,40,?,?,25,?,11,below_average,?,?,no,half,good
1,5,2.5,?,?,40,?,?,?,?,12,generous,no,full,?,full,bad
3,3.5,3,?,?,38,empl_contr,?,?,no,11,generous,?,half,?,?,bad
2,5.7,3.5,2,tcf,37,empl_contr,?,?,no,11,generous,yes,?,?,?,bad
2,2.5,5,?,?,37,?,?,?,yes,?,generous,?,?,?,full,good
2,4,?,?,?,40,none,12,?,?,?,below_average,?,full,?,full,good
2,3,?,?,tc,40,none,14,10,no,10,below_average,yes,full,yes,?,good
3,4.5,5,?,tcf,37,ret_allw,?,25,?,10,below_average,?,none,yes,?,good
2,6,6.4,?,?,40,empl_contr,10,?,?,13,below_average,yes,half,yes,full,good
1,2,4.5,4.6,tcf,?,none,13,?,yes,10,generous,?,none,?,full,bad
2,2,?,?,?,40,?,?,?,?,10,below_average,yes,?,?,?,good
2,3.5,4.6,?,none,35,none,?,?,?,15,average,no,?,?,none,bad
1,2.5,4,?,none,38,?,2,3,?,11,below_average,?,?,yes,?,bad
2,3.7,3,?,none,38,none,?,?,?,11,below_average,?,?,yes,?,good
2,4.5,4.5,?,none,40,none,?,5,yes,10,?,yes,?,?,none,good
2,2,5,?,none,38,empl_contr,?,14,yes,?,?,?,none,yes,?,good
2,2,?,?,none,40,none,?,25,?,11,average,?,full,yes,none,bad
2,4,?,?,?,40,ret_allw,?,?,?,11,average,?,full,?,full,bad
2,2.5,3,2.3,none,40,?,?,3,?,13,?,?,?,?,full,bad
2,5,4,?,none,40,?,?,?,?,11,below_average,yes,full,yes,half,good
3,3.5,4,?,tcf,40,none,?,6,?,12,average,?,?,yes,none,good
3,4,2.5,?,tc,40,?,?,?,yes,11,below_average,?,full,yes,?,bad
3,4.3,2.5,5,?,?,none,?,25,?,?,generous,yes,full,yes,full,good
2,5,?,4.5,none,?,?,?,?,no,10,below_average,yes,half,yes,full,bad
3,4.5,5,?,?,38,ret_allw,?,?,?,10,generous,?,half,yes,half,bad
3,4.5,?,?,none,35,empl_contr,?,0,?,11,below_average,yes,full,yes,?,bad
2,4,?,?,tcf,40,?,?,?,no,11,below_average,?,full,yes,?,good
2,4.5,4,?,tc,35,?,?,4,?,?,?,no,?,?,?,bad
2,3,?,?,?,37,empl_contr,?,3,no,11,generous,yes,half,?,full,good
3,4,4.5,?,tcf,?,?,?,?,?,?,generous,no,full,yes,full,good
2,7,?,?,none,38,?,?,?,no,10,below_average,?,half,?,full,good
3,2.5,4.5,?,none,40,?,?,4,no,10,average,yes,?,yes,full,good
2,3.5,4,?,none,37,none,?,3,?,12,below_average,?,half,yes,half,good
2,4,4,?,none,?,none,?,3,no,10,average,?,?,yes,?,bad
3,2.8,?,5,none,40,?,4,1,yes,11,generous,yes,full,yes,?,good
1,3,?,?,?,?,?,8,?,?,12,?,yes,full,yes,?,good
2,2,4,?,none,35,none,?,3,yes,11,average,yes,half,?,?,good
3,5,4,?,?,39,none,?,?,?,11,?,yes,half,?,?,good
3,2,?,?,none,36,?,?,3,?,9,?,yes,?,yes,none,good
2,2.8,?,?,?,38,?,2,?,yes,10,generous,?,?,?,?,bad
2,3,4,?,?,38,empl_contr,?,?,?,15,below_average,yes,full,yes,none,bad
3,6,4.5,?,none,40,?,?,?,no,10,?,yes,full,?,?,good
2,2,2.5,?,none,38,?,?,2,no,11,average,no,?,yes,none,good
3,2,?,?,tc,38,?,?,?,?,10,average,yes,none,yes,?,good
3,3.5,?,?,tc,40,?,?,?,no,9,generous,?,?,?,?,good
2,3.5,7,5,none,?,empl_contr,?,14,?,11,average,no,full,yes,full,good
3,2.1,4,2,tc,39,empl_contr,?,?,?,?,average,no,half,?,full,good
3,?,4,?,?,38,?,?,?,?,12,average,yes,?,?,half,bad
2,4,7,?,none,35,none,?,25,?,13,average,no,full,yes,?,good
3,6.9,2,?,tcf,38,none,8,4,?,10,average,?,?,?,none,bad
2,3.5,2,5,none,35,?,?,3,yes,13,below_average,?,?,?,?,bad
2,3.5,5.8,?,none,40,?,?,?,?,11,below_average,yes,half,yes,full,good
2,2,4,5,tc,35,empl_contr,?,?,yes,12,generous,?,half,yes,full,good
3,4.5,4,?,none,40,ret_allw,10,2,?,12,below_average,?,none,yes,?,good
3,2,4.6,2.5,?,35,none,2,3,no,11,below_average,yes,?,yes,full,good
1,2.8,2.5,?,none,40,?,?,?,?,15,average,?,?,yes,?,bad
3,2,4,4.5,?,35,empl_contr,?,5,?,10,below_average,no,?,?,half,good
3,4.5,?,5,?,40,?,14,?,yes,10,average,?,half,?,full,bad
3,3,3,5,none,?,ret_allw,?,3,?,12,below_average,yes,?,yes,?,good
2,2,4,?,tcf,38,?,?,?,?,15,generous,yes,none,yes,full,good
3,4.5,4.5,5,tcf,35,empl_contr,?,?,yes,10,generous,no,full,yes,full,bad
3,6.4,4.5,?,none,39,empl_contr,?,?,yes,13,below_average,?,full,yes,?,good
1,3.5,2,?,none,40,?,?,4,?,9,average,no,half,?,?,bad
2,4.5,3,?,tcf,?,none,?,?,?,12,?,?,half,yes,full,good
3,4,5,?,none,40,empl_contr,?,?,yes,9,average,yes,?,?,?,good
1,5,2.5,?,none,36,none,?,3,?,11,average,yes,?,?,full,good
2,5,?,?,?,37,?,?,2,yes,15,?,no,half,yes,full,bad
1,3.5,2,?,none,40,?,?,3,?,10,below_average,?,?,yes,full,good
2,4.5,6.4,?,none,38,none,?,5,?,10,?,?,full,?,?,bad
1,4,4,?,tc,40,none,?,?,no,11,average,yes,?,yes,?,bad
2,4.5,2,?,?,40,?,?,?,?,11,?,no,?,yes,?,bad
1,4.5,4.4,4,?,40,empl_contr,?,?,no,10,below_average,?,?,?,none,good
1,6,4.6,?,none,40,?,?,?,?,10,generous,?,?,?,?,good
3,3,5.3,?,none,35,?,?,?,?,10,average,yes,half,?,?,bad
2,4,2.5,?,none,38,empl_contr,?,?,yes,11,generous,yes,none,yes,half,bad
?,2,3,?,?,35,empl_contr,?,?,yes,11,average,yes,half,?,?,good
2,2.1,4,?,tcf,?,none,?,?,yes,10,average,?,?,?,full,good
1,2.5,4,5.1,tcf,40,?,12,?,?,11,generous,?,half,?,?,bad
1,2,4.8,?,?,40,none,?,3,no,?,average,yes,full,?,?,good
3,2,?,?,?,40,?,?,?,yes,11,average,no,none,yes,full,good
3,4.5,3,?,tcf,40,ret_allw,?,?,?,11,average,?,?,yes,full,good
2,4.5,2.5,4,?,38,?,?,25,?,11,below_average,?,?,?,full,good
3,2.5,?,?,none,35,?,?,?,?,12,average,?,none,yes,full,good
2,7,3,?,none,38,?,?,5,?,11,generous,yes,none,yes,half,bad
2,6.9,?,?,?,35,empl_contr,2,?,?,11,average,yes,half,yes,full,good
2,2,4,?,none,?,none,?,5,?,9,?,?,none,yes,?,bad
2,4.5,3.5,?,none,40,none,?,?,yes,?,below_average,?,?,yes,?,bad
2,3.5,4.5,?,none,38,none,10,?,yes,15,average,?,full,?,?,good
3,3.7,?,5,tc,40,empl_contr,?,?,?,11,generous,?,?,yes,?,good
1,3.5,?,5,?,40,?,12,?,yes,11,generous,no,half,?,full,bad
1,3.5,4.8,?,tc,40,ret_allw,?,5,no,12,generous,yes,none,yes,half,good
2,4.5,?,?,?,35,empl_contr,?,?,?,11,?,?,half,yes,half,good
1,3,5,?,none,33,empl_contr,?,?,?,?,?,?,?,?,?,bad
2,4,5.8,?,?,?,none,?,?,no,10,?,yes,half,yes,?,good
3,5,4,?,none,40,?,?,?,no,?,below_average,yes,?,?,?,good
1,2,?,?,?,36,?,?,?,?,10,below_average,?,?,yes,full,good
