% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
october,lt-normal,gt-norm,norm,no,same-lst-two-yrs,upper-areas,minor,none,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,present,norm,diaporthe-stem-canker
june,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,scattered,minor,fungicide,lt-80,norm,abnorm,absent,w-s-marg,dna,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,present,absent,norm,absent,norm,brown-spot
june,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,lt-norm,absent,norm,rhizoctonia-root-rot
july,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,80-89,norm,norm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,brown-spot
august,normal,lt-norm,norm,yes,same-lst-two-yrs,scattered,severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,few-present,absent,norm,absent,absent,norm,absent,norm,bacterial-pustule
september,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,norm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,dna,brown-w/blk-specks,norm,absent,absent,norm,absent,galls-cysts,alternarialeaf-spot
september,normal,gt-norm,lt-norm,no,same-lst-two-yrs,low-areas,pot-severe,none,80-89,norm,norm,absent,dna,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,brown,absent,diseased,dna,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,lt-normal,lt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
august,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,severe,fungicide,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,diseased,absent,norm,absent,present,lt-norm,absent,norm,frog-eye-leaf-spot
july,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,none,lt-80,norm,abnorm,absent,dna,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,dna,absent,abnorm,absent,absent,norm,absent,norm,phytophthora-rot
september,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,phytophthora-rot
september,lt-normal,norm,norm,yes,same-lst-sev-yrs,whole-field,minor,none,lt-80,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,brown,present,firm-and-dry,absent,black,present,diseased,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
september,lt-normal,norm,gt-norm,no,same-lst-two-yrs,scattered,pot-severe,fungicide,lt-80,norm,abnorm,absent,dna,gt-1/8,absent,present,absent,abnorm,yes,absent,brown,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,lt-norm,present,norm,2-4-d-injury
july,lt-normal,gt-norm,lt-norm,yes,diff-lst-year,low-areas,pot-severe,none,90-100,abnorm,abnorm,absent,dna,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,brown-spot
april,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,scattered,pot-severe,fungicide,80-89,norm,abnorm,absent,dna,lt-1/8,absent,absent,upper-surf,abnorm,yes,absent,dna,absent,absent,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,bacterial-pustule
june,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,absent,absent,lower-surf,norm,no,below-soil,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,abnorm,absent,absent,norm,absent,rotted,diaporthe-pod-&-stem-blight
june,normal,norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,dna,dna,present,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,norm,phytophthora-rot
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,fungicide,80-89,norm,norm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,lt-norm,absent,norm,alternarialeaf-spot
june,lt-normal,norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,80-89,abnorm,abnorm,yellow-halos,no-w-s-marg,dna,absent,absent,absent,norm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,powdery-mildew
may,normal,norm,gt-norm,yes,same-lst-yr,whole-field,minor,other,90-100,abnorm,abnorm,absent,w-s-marg,dna,present,present,absent,abnorm,yes,absent,tan,absent,firm-and-dry,absent,none,absent,few-present,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,80-89,abnorm,abnorm,yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,brown,absent,norm,absent,norm,absent,present,norm,absent,norm,brown-spot
october,normal,lt-norm,norm,no,same-lst-yr,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,lt-norm,absent,norm,diaporthe-stem-canker
september,normal,lt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,norm,present,absent,lt-norm,absent,norm,brown-stem-rot
september,lt-normal,gt-norm,norm,no,same-lst-yr,whole-field,pot-severe,none,80-89,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
june,normal,gt-norm,gt-norm,yes,diff-lst-year,low-areas,minor,none,90-100,norm,norm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
august,lt-normal,norm,norm,no,same-lst-two-yrs,scattered,minor,fungicide,90-100,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,norm,brown-w/blk-specks,abnorm,absent,absent,norm,absent,norm,brown-stem-rot
april,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,dna,gt-1/8,present,absent,absent,norm,yes,absent,brown,present,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,norm,brown-spot
june,normal,gt-norm,norm,no,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
july,normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,present,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,colored,abnorm,absent,absent,norm,absent,rotted,phytophthora-rot
may,normal,lt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,lt-80,abnorm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,brown,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,phyllosticta-leaf-spot
july,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,absent,absent,absent,black,absent,norm,absent,norm,absent,present,norm,absent,norm,phytophthora-rot
october,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,80-89,norm,norm,absent,dna,gt-1/8,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,herbicide-injury
july,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,lt-80,abnorm,norm,absent,dna,gt-1/8,absent,present,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,rotted,alternarialeaf-spot
july,normal,lt-norm,norm,yes,same-lst-sev-yrs,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,present,absent,norm,absent,norm,alternarialeaf-spot
june,normal,lt-norm,norm,no,same-lst-two-yrs,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,diaporthe-pod-&-stem-blight
june,lt-normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,fungicide,90-100,abnorm,norm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phytophthora-rot
april,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,abnorm,yes,absent,dna,present,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
may,normal,gt-norm,norm,no,same-lst-sev-yrs,scattered,pot-severe,fungicide,80-89,norm,norm,yellow-halos,w-s-marg,gt-1/8,present,absent,upper-surf,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,present,norm,2-4-d-injury
september,lt-normal,norm,norm,yes,diff-lst-year,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,brown-spot
june,normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,dna,gt-1/8,present,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,few-present,brown-w/blk-specks,abnorm,absent,present,lt-norm,absent,norm,brown-spot
august,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,severe,fungicide,90-100,abnorm,abnorm,absent,w-s-marg,dna,present,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,norm,yes,diff-lst-year,whole-field,minor,none,80-89,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,dna,absent,norm,present,absent,norm,absent,norm,downy-mildew
july,normal,norm,lt-norm,yes,same-lst-yr,upper-areas,pot-severe,fungicide,80-89,abnorm,abnorm,absent,w-s-marg,dna,present,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,colored,norm,absent,present,norm,absent,norm,frog-eye-leaf-spot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,fungicide,lt-80,norm,norm,absent,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-spot
july,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,minor,none,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,brown-spot
october,lt-normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,present,present,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,norm,anthracnose
august,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,other,lt-80,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,present,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,brown-spot
august,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,cyst-nematode
october,normal,norm,norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,80-89,abnorm,norm,yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,galls-cysts,phyllosticta-leaf-spot
september,normal,norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,other,80-89,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,minor,none,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,present,norm,downy-mildew
july,lt-normal,lt-norm,norm,yes,same-lst-yr,scattered,pot-severe,none,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,rotted,charcoal-rot
august,normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,black,present,diseased,absent,norm,present,absent,norm,absent,norm,charcoal-rot
june,normal,norm,lt-norm,yes,diff-lst-year,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,present,lt-norm,absent,norm,brown-spot
october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,none,lt-80,norm,abnorm,absent,w-s-marg,dna,present,absent,absent,norm,yes,below-soil,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-spot
october,normal,norm,norm,yes,same-lst-yr,upper-areas,severe,none,lt-80,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,present,norm,absent,rotted,phytophthora-rot
april,normal,norm,gt-norm,yes,same-lst-yr,scattered,pot-severe,none,lt-80,abnorm,norm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,diseased,absent,abnorm,present,absent,norm,absent,norm,rhizoctonia-root-rot
july,lt-normal,norm,norm,yes,same-lst-two-yrs,upper-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,present,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
october,lt-normal,gt-norm,gt-norm,no,same-lst-yr,whole-field,pot-severe,fungicide,lt-80,abnorm,norm,no-yellow-halos,dna,gt-1/8,present,absent,absent,norm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,present,norm,brown-spot
july,lt-normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,present,absent,abnorm,yes,absent,brown,present,absent,absent,none,present,norm,absent,norm,absent,absent,norm,absent,rotted,alternarialeaf-spot
october,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,none,90-100,norm,abnorm,absent,dna,dna,present,absent,absent,norm,yes,above-soil,dna,absent,absent,absent,none,absent,dna,absent,norm,absent,absent,norm,absent,rotted,brown-stem-rot
october,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,present,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,rotted,alternarialeaf-spot
october,lt-normal,gt-norm,norm,yes,diff-lst-year,scattered,pot-severe,fungicide,lt-80,abnorm,norm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,norm,present,absent,norm,absent,norm,diaporthe-pod-&-stem-blight
september,lt-normal,gt-norm,gt-norm,no,same-lst-sev-yrs,scattered,minor,none,lt-80,abnorm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,downy-mildew
september,normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,bacterial-pustule
august,normal,gt-norm,lt-norm,yes,same-lst-yr,low-areas,pot-severe,other,80-89,norm,abnorm,no-yellow-halos,dna,dna,present,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,normal,gt-norm,norm,yes,same-lst-yr,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,rotted,rhizoctonia-root-rot
september,lt-normal,norm,norm,yes,same-lst-yr,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
may,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,minor,other,80-89,norm,abnorm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,brown-spot
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,minor,none,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,purple-seed-stain
september,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,other,80-89,norm,abnorm,yellow-halos,dna,gt-1/8,present,absent,absent,norm,yes,above-sec-nde,dna,present,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,downy-mildew
july,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,absent,lower-surf,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,lt-norm,absent,norm,downy-mildew
september,normal,gt-norm,gt-norm,no,same-lst-sev-yrs,whole-field,pot-severe,fungicide,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,brown-stem-rot
may,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,none,90-100,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,below-soil,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,norm,bacterial-blight
august,normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,absent,norm,absent,present,norm,absent,norm,bacterial-blight
august,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,90-100,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,dna,norm,present,absent,norm,absent,norm,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
may,lt-normal,norm,gt-norm,no,same-lst-two-yrs,low-areas,minor,none,90-100,norm,norm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,rotted,brown-stem-rot
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,absent,lt-norm,absent,norm,brown-spot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,2-4-d-injury
may,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,rotted,brown-stem-rot
april,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,scattered,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,below-soil,brown,absent,absent,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,norm,phytophthora-rot
september,normal,norm,gt-norm,yes,diff-lst-year,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,norm,dna,abnorm,absent,absent,lt-norm,absent,norm,bacterial-pustule
july,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,tan,absent,absent,present,brown,absent,diseased,absent,norm,absent,absent,lt-norm,absent,norm,brown-spot
september,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,minor,fungicide,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,no,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,purple-seed-stain
october,lt-normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,fungicide,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,rotted,bacterial-pustule
october,lt-normal,gt-norm,norm,yes,diff-lst-year,low-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,diseased,dna,abnorm,absent,absent,norm,absent,norm,powdery-mildew
