@relation cpu-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-Rfirst-last

@attribute MYCT {'\'(-inf-387.75]\'','\'(387.75-758.5]\'','\'(758.5-1129.25]\'','\'(1129.25-inf)\''}
@attribute MMIN {'\'(-inf-8048]\'','\'(8048-16032]\'','\'(16032-24016]\'','\'(24016-inf)\''}
@attribute MMAX {'\'(-inf-16048]\'','\'(16048-32032]\'','\'(32032-48016]\'','\'(48016-inf)\''}
@attribute CACH {'\'(-inf-64]\'','\'(64-128]\'','\'(128-192]\'','\'(192-inf)\''}
@attribute CHMIN {'\'(-inf-13]\'','\'(13-26]\'','\'(26-39]\'','\'(39-inf)\''}
@attribute CHMAX {'\'(-inf-44]\'','\'(44-88]\'','\'(88-132]\'','\'(132-inf)\''}
@attribute class numeric

@data
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',26
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',76
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',18
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',34
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(132-inf)\'',29
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',24
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',360
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',181
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',78
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',26
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',23
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',28
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',30
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',25
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',65
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',32
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(48016-inf)\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(24016-inf)\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',15
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',56
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',64
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',27
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',227
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',30
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(48016-inf)\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',76
'\'(1129.25-inf)\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',253
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',41
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(132-inf)\'',22
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',29
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',36
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',426
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',28
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',41
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',25
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',142
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',82
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',17
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',21
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',99
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',26
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',23
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',35
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',54
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',128
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',30
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',28
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',82
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',29
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',54
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',59
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',54
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',41
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',23
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',17
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',73
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(48016-inf)\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',21
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',270
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',749
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',116
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',45
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',32
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',270
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',113
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',42
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',67
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(88-132]\'',31
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',28
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(44-88]\'',74
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',120
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',603
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',31
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',36
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',117
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',34
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',82
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',290
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',28
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',67
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',80
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',29
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',28
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',41
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',25
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',24
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',31
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',59
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',47
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',78
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',80
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',181
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',46
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',22
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',426
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',28
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',29
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',27
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',22
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',32
'\'(1129.25-inf)\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',23
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',47
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',82
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(88-132]\'',107
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',46
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',57
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(88-132]\'',38
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',120
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(88-132]\'',142
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',275
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',1238
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',59
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',54
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',53
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',53
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',18
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',18
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',21
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',19
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',41
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',18
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',26
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',21
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',107
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',21
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',54
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',53
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',281
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',199
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',41
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',281
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(44-88]\'',44
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',35
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',18
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',29
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',15
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',27
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',26
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',40
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',88
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',31
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',56
'\'(387.75-758.5]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',67
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(13-26]\'','\'(-inf-44]\'',20
'\'(1129.25-inf)\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',20
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(16048-32032]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',27
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(44-88]\'',26
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(64-128]\'','\'(-inf-13]\'','\'(-inf-44]\'',72
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',22
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',275
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',82
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(16048-32032]\'','\'(192-inf)\'','\'(-inf-13]\'','\'(-inf-44]\'',48
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',102
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',50
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',919
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',117
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',46
'\'(758.5-1129.25]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(88-132]\'',20
'\'(387.75-758.5]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',157
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',749
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',78
'\'(-inf-387.75]\'','\'(-inf-8048]\'','\'(-inf-16048]\'','\'(128-192]\'','\'(-inf-13]\'','\'(-inf-44]\'',18
'\'(-inf-387.75]\'','\'(8048-16032]\'','\'(-inf-16048]\'','\'(-inf-64]\'','\'(-inf-13]\'','\'(-inf-44]\'',101
