% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
october,normal,?,norm,yes,same-lst-two-yrs,scattered,pot-severe,fungicide,?,abnorm,abnorm,absent,dna,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,dna,?,absent,absent,none,?,norm,brown-w/blk-specks,?,?,absent,?,absent,norm,rhizoctonia-root-rot
october,lt-normal,norm,gt-norm,yes,?,upper-areas,severe,fungicide,lt-80,abnorm,norm,?,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,?,absent,abnorm,absent,absent,norm,absent,norm,phytophthora-rot
july,lt-normal,gt-norm,gt-norm,no,diff-lst-year,whole-field,?,none,lt-80,norm,abnorm,yellow-halos,dna,dna,absent,absent,absent,?,yes,absent,tan,absent,absent,absent,none,absent,?,brown-w/blk-specks,norm,?,absent,norm,absent,norm,alternarialeaf-spot
april,normal,?,lt-norm,?,same-lst-sev-yrs,whole-field,pot-severe,?,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,bacterial-blight
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,?,fungicide,?,abnorm,abnorm,absent,dna,gt-1/8,absent,?,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,?,present,norm,absent,norm,absent,absent,norm,present,norm,alternarialeaf-spot
july,normal,norm,norm,?,same-lst-two-yrs,low-areas,severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,norm,anthracnose
october,normal,gt-norm,gt-norm,yes,diff-lst-year,upper-areas,?,none,80-89,norm,abnorm,?,dna,dna,absent,absent,?,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,?,colored,norm,absent,absent,norm,absent,norm,anthracnose
june,normal,norm,?,no,same-lst-two-yrs,upper-areas,minor,?,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,?,abnorm,absent,absent,norm,absent,norm,downy-mildew
may,normal,gt-norm,lt-norm,yes,diff-lst-year,low-areas,pot-severe,fungicide,80-89,norm,abnorm,?,dna,gt-1/8,?,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,present,?,norm,absent,norm,brown-stem-rot
september,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,?,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,diseased,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,lt-normal,norm,gt-norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,80-89,abnorm,norm,?,w-s-marg,dna,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,black,absent,diseased,colored,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
july,lt-normal,?,norm,yes,same-lst-yr,low-areas,pot-severe,?,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,?,present,absent,absent,none,absent,diseased,?,norm,present,?,lt-norm,absent,norm,downy-mildew
july,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,dna,gt-1/8,absent,present,absent,norm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,?,norm,absent,norm,?,absent,norm,absent,norm,charcoal-rot
july,lt-normal,gt-norm,gt-norm,?,same-lst-yr,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,?,dna,absent,absent,absent,abnorm,yes,above-soil,?,absent,?,absent,none,absent,?,absent,norm,absent,absent,norm,absent,rotted,powdery-mildew
july,normal,gt-norm,norm,?,same-lst-yr,scattered,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,present,absent,absent,abnorm,?,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
june,normal,norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,yellow-halos,dna,gt-1/8,present,absent,?,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,brown-stem-rot
october,normal,gt-norm,lt-norm,?,same-lst-yr,whole-field,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,present,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,90-100,?,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,lt-normal,gt-norm,lt-norm,yes,diff-lst-year,low-areas,pot-severe,?,80-89,abnorm,norm,absent,w-s-marg,lt-1/8,present,absent,absent,abnorm,no,absent,dna,absent,absent,absent,none,?,norm,dna,norm,?,absent,norm,absent,norm,alternarialeaf-spot
july,normal,lt-norm,norm,?,same-lst-sev-yrs,scattered,?,none,?,abnorm,abnorm,?,dna,gt-1/8,absent,absent,lower-surf,abnorm,yes,above-sec-nde,?,absent,absent,absent,brown,absent,norm,colored,norm,absent,absent,norm,absent,norm,phytophthora-rot
june,lt-normal,gt-norm,norm,?,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,?,dna,absent,absent,lower-surf,abnorm,?,?,?,absent,absent,?,none,absent,norm,absent,?,absent,present,norm,absent,norm,anthracnose
june,lt-normal,gt-norm,norm,?,same-lst-sev-yrs,upper-areas,pot-severe,none,80-89,norm,norm,absent,?,lt-1/8,absent,absent,?,norm,yes,absent,dk-brown-blk,present,absent,absent,none,absent,few-present,?,norm,?,present,norm,absent,rotted,frog-eye-leaf-spot
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,charcoal-rot
june,normal,?,norm,yes,same-lst-yr,upper-areas,?,?,80-89,norm,abnorm,?,w-s-marg,lt-1/8,present,absent,absent,norm,?,absent,dna,absent,absent,absent,none,absent,dna,absent,abnorm,?,absent,norm,absent,norm,brown-spot
may,?,norm,gt-norm,yes,diff-lst-year,whole-field,minor,fungicide,?,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,?,absent,dk-brown-blk,absent,absent,absent,none,present,diseased,absent,norm,absent,absent,?,absent,norm,brown-spot
july,lt-normal,lt-norm,norm,no,same-lst-sev-yrs,low-areas,?,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,norm,?,absent,lt-norm,?,norm,phytophthora-rot
april,normal,lt-norm,norm,no,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,?,gt-1/8,present,absent,upper-surf,abnorm,yes,above-sec-nde,?,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,anthracnose
october,lt-normal,gt-norm,norm,no,same-lst-yr,scattered,minor,none,?,abnorm,abnorm,absent,dna,lt-1/8,absent,absent,absent,abnorm,?,absent,brown,?,absent,absent,none,absent,diseased,?,abnorm,present,absent,lt-norm,?,norm,2-4-d-injury
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,?,present,absent,abnorm,yes,above-sec-nde,tan,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,?,alternarialeaf-spot
july,?,lt-norm,gt-norm,?,same-lst-yr,low-areas,minor,fungicide,90-100,abnorm,abnorm,absent,w-s-marg,gt-1/8,present,absent,?,abnorm,yes,?,?,absent,absent,absent,none,present,few-present,absent,norm,absent,absent,norm,absent,norm,brown-spot
august,normal,?,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,?,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,?,absent,abnorm,?,absent,dk-brown-blk,present,?,absent,none,?,dna,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,?,gt-norm,yes,same-lst-two-yrs,low-areas,severe,other,?,abnorm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,?,absent,norm,powdery-mildew
august,normal,gt-norm,norm,yes,diff-lst-year,low-areas,pot-severe,?,80-89,abnorm,abnorm,absent,w-s-marg,gt-1/8,present,absent,?,abnorm,yes,absent,dna,absent,?,absent,none,absent,norm,colored,?,absent,absent,norm,absent,norm,phytophthora-rot
april,normal,gt-norm,norm,yes,same-lst-yr,low-areas,minor,fungicide,lt-80,abnorm,abnorm,absent,?,dna,absent,absent,absent,abnorm,yes,absent,brown,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,?,absent,?,absent,norm,brown-spot
october,normal,gt-norm,gt-norm,no,same-lst-sev-yrs,whole-field,minor,none,?,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,?,absent,norm,?,abnorm,absent,absent,norm,absent,norm,alternarialeaf-spot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,?,80-89,norm,abnorm,?,w-s-marg,gt-1/8,?,absent,?,abnorm,yes,absent,dna,?,absent,absent,none,absent,norm,absent,abnorm,absent,absent,?,absent,norm,rhizoctonia-root-rot
may,lt-normal,gt-norm,?,yes,same-lst-two-yrs,low-areas,pot-severe,other,lt-80,abnorm,abnorm,absent,w-s-marg,dna,present,absent,?,norm,yes,absent,?,absent,firm-and-dry,absent,brown,absent,dna,absent,norm,absent,absent,norm,absent,norm,purple-seed-stain
august,normal,lt-norm,norm,no,same-lst-two-yrs,scattered,pot-severe,none,?,abnorm,norm,absent,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,brown,absent,diseased,absent,norm,absent,absent,norm,absent,norm,brown-spot
may,?,norm,lt-norm,no,same-lst-two-yrs,whole-field,severe,none,80-89,norm,abnorm,?,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,?,?,absent,norm,frog-eye-leaf-spot
july,normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,pot-severe,?,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,?,norm,yes,below-soil,tan,present,absent,absent,?,absent,norm,absent,abnorm,?,absent,lt-norm,absent,rotted,alternarialeaf-spot
april,lt-normal,?,norm,?,diff-lst-year,low-areas,pot-severe,fungicide,80-89,?,abnorm,yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,below-soil,tan,absent,absent,absent,none,absent,norm,dna,abnorm,absent,?,norm,absent,norm,alternarialeaf-spot
july,normal,norm,norm,yes,same-lst-yr,low-areas,?,?,90-100,abnorm,abnorm,yellow-halos,?,gt-1/8,present,absent,upper-surf,norm,yes,absent,dna,absent,?,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,severe,none,lt-80,norm,norm,no-yellow-halos,w-s-marg,dna,present,absent,absent,norm,yes,below-soil,dna,?,absent,absent,none,absent,norm,colored,norm,absent,present,norm,absent,norm,frog-eye-leaf-spot
september,lt-normal,gt-norm,norm,no,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,absent,?,dna,absent,absent,absent,abnorm,yes,below-soil,dna,present,absent,absent,none,present,norm,?,norm,absent,absent,norm,absent,rotted,diaporthe-stem-canker
october,lt-normal,lt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,?,norm,abnorm,?,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,diseased,absent,norm,absent,absent,lt-norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,?,abnorm,abnorm,no-yellow-halos,dna,?,absent,absent,absent,abnorm,yes,absent,dna,?,firm-and-dry,absent,black,absent,dna,absent,norm,absent,absent,norm,absent,rotted,phytophthora-rot
july,lt-normal,gt-norm,norm,no,same-lst-two-yrs,scattered,minor,other,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,brown,absent,firm-and-dry,absent,none,absent,dna,absent,abnorm,?,absent,norm,absent,norm,frog-eye-leaf-spot
june,normal,gt-norm,gt-norm,no,same-lst-two-yrs,scattered,pot-severe,none,90-100,norm,abnorm,?,w-s-marg,?,absent,?,absent,abnorm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,diaporthe-pod-&-stem-blight
august,normal,gt-norm,norm,?,same-lst-two-yrs,scattered,pot-severe,none,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,present,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,diseased,absent,norm,absent,?,lt-norm,absent,norm,phytophthora-rot
june,lt-normal,gt-norm,norm,yes,same-lst-yr,whole-field,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,dna,dna,present,absent,absent,abnorm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,dna,colored,norm,?,absent,lt-norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,?,none,90-100,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,?,norm,present,absent,norm,absent,norm,frog-eye-leaf-spot
july,normal,gt-norm,norm,no,same-lst-yr,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,present,absent,abnorm,yes,absent,dk-brown-blk,present,absent,absent,none,absent,?,colored,?,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,?,gt-norm,norm,yes,diff-lst-year,low-areas,minor,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,present,absent,absent,norm,yes,absent,brown,absent,firm-and-dry,absent,none,present,norm,absent,norm,absent,absent,norm,absent,norm,purple-seed-stain
may,lt-normal,gt-norm,norm,no,?,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,lower-surf,abnorm,yes,above-sec-nde,dna,?,?,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,bacterial-pustule
july,lt-normal,gt-norm,norm,?,same-lst-yr,scattered,pot-severe,fungicide,?,norm,norm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,dna,absent,norm,absent,?,norm,present,norm,alternarialeaf-spot
july,normal,gt-norm,norm,?,?,whole-field,minor,none,lt-80,abnorm,norm,yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,?,present,?,absent,rotted,frog-eye-leaf-spot
july,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,present,absent,norm,yes,absent,dna,?,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,rotted,brown-spot
october,normal,gt-norm,norm,yes,same-lst-yr,low-areas,?,fungicide,lt-80,norm,abnorm,no-yellow-halos,no-w-s-marg,?,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,norm,brown-spot
october,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,norm,?,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,?,gt-1/8,absent,?,absent,norm,?,absent,dna,absent,firm-and-dry,absent,none,present,norm,dna,abnorm,present,present,norm,absent,norm,phyllosticta-leaf-spot
july,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,absent,brown,absent,watery,absent,none,absent,dna,absent,norm,absent,absent,norm,absent,galls-cysts,brown-spot
october,normal,norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,none,90-100,norm,abnorm,absent,w-s-marg,?,absent,absent,?,abnorm,?,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,dna,?,?,absent,absent,norm,absent,norm,phytophthora-rot
september,?,norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,?,above-soil,tan,absent,watery,absent,none,absent,norm,dna,norm,absent,absent,norm,?,norm,alternarialeaf-spot
october,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,?,?,lt-80,norm,abnorm,absent,?,gt-1/8,absent,absent,absent,abnorm,yes,above-soil,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,?,norm,?,norm,phytophthora-rot
june,normal,lt-norm,norm,yes,same-lst-sev-yrs,scattered,pot-severe,none,?,abnorm,norm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,?,firm-and-dry,absent,none,absent,norm,?,abnorm,absent,?,norm,absent,norm,downy-mildew
september,normal,gt-norm,norm,no,same-lst-two-yrs,scattered,pot-severe,?,lt-80,norm,abnorm,absent,dna,gt-1/8,absent,absent,?,abnorm,yes,absent,dk-brown-blk,absent,firm-and-dry,?,none,absent,norm,dna,norm,absent,absent,?,absent,norm,brown-stem-rot
october,normal,gt-norm,gt-norm,?,diff-lst-year,whole-field,minor,none,?,norm,abnorm,absent,dna,gt-1/8,absent,present,lower-surf,norm,yes,above-sec-nde,dna,?,absent,absent,black,absent,dna,dna,abnorm,present,absent,norm,absent,norm,phytophthora-rot
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,?,absent,absent,black,absent,dna,dna,norm,absent,absent,norm,absent,?,purple-seed-stain
september,normal,gt-norm,norm,no,same-lst-two-yrs,upper-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,tan,?,firm-and-dry,absent,none,present,diseased,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
july,normal,gt-norm,?,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,dna,dna,present,absent,absent,norm,?,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,norm,charcoal-rot
june,normal,norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,none,90-100,norm,abnorm,absent,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,?,?,norm,absent,absent,norm,absent,norm,anthracnose
july,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,none,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,dna,absent,norm,present,absent,?,?,norm,frog-eye-leaf-spot
august,normal,gt-norm,norm,?,same-lst-sev-yrs,upper-areas,pot-severe,?,lt-80,abnorm,abnorm,?,?,gt-1/8,absent,absent,lower-surf,abnorm,yes,above-sec-nde,dna,present,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phytophthora-rot
june,normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,?,norm,phyllosticta-leaf-spot
october,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,?,none,80-89,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,diseased,dna,norm,absent,?,?,absent,norm,cyst-nematode
july,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,minor,?,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-pustule
september,lt-normal,norm,norm,yes,?,upper-areas,minor,fungicide,lt-80,norm,abnorm,yellow-halos,dna,gt-1/8,present,absent,absent,norm,no,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,norm,absent,?,absent,absent,norm,present,norm,phytophthora-rot
july,lt-normal,gt-norm,?,yes,same-lst-sev-yrs,upper-areas,?,none,?,norm,abnorm,absent,?,gt-1/8,?,absent,absent,norm,?,absent,dna,absent,absent,absent,none,absent,norm,absent,?,present,absent,?,absent,?,brown-stem-rot
september,lt-normal,lt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,no,absent,dk-brown-blk,?,?,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,rotted,phytophthora-rot
august,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,scattered,?,?,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,?,absent,norm,yes,above-sec-nde,dk-brown-blk,?,absent,?,none,absent,norm,absent,norm,absent,absent,?,absent,norm,frog-eye-leaf-spot
june,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,?,lt-80,norm,abnorm,absent,dna,gt-1/8,absent,present,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,dna,?,absent,absent,norm,absent,norm,diaporthe-stem-canker
august,normal,gt-norm,norm,yes,diff-lst-year,low-areas,pot-severe,fungicide,?,abnorm,abnorm,no-yellow-halos,?,dna,absent,absent,?,abnorm,?,below-soil,tan,?,firm-and-dry,absent,none,absent,norm,colored,abnorm,absent,absent,norm,absent,norm,brown-spot
september,lt-normal,lt-norm,lt-norm,yes,same-lst-sev-yrs,scattered,pot-severe,?,lt-80,norm,norm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,?,present,absent,absent,?,absent,diseased,colored,norm,absent,absent,norm,?,norm,bacterial-blight
august,normal,gt-norm,norm,?,same-lst-yr,whole-field,?,none,90-100,norm,abnorm,yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,brown-spot
august,normal,lt-norm,norm,yes,same-lst-yr,scattered,?,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,brown-w/blk-specks,?,absent,absent,?,absent,norm,phytophthora-rot
september,normal,gt-norm,gt-norm,yes,diff-lst-year,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,abnorm,?,absent,dna,absent,absent,absent,none,absent,norm,colored,norm,absent,absent,norm,?,norm,anthracnose
june,normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,brown,absent,dna,colored,norm,?,absent,lt-norm,absent,norm,alternarialeaf-spot
july,normal,gt-norm,gt-norm,no,same-lst-sev-yrs,low-areas,?,fungicide,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,?,absent,norm,?,abnorm,present,absent,?,absent,norm,phyllosticta-leaf-spot
september,lt-normal,lt-norm,gt-norm,?,same-lst-yr,upper-areas,pot-severe,?,90-100,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,brown,absent,norm,absent,norm,?,absent,norm,?,rotted,brown-spot
april,lt-normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,?,none,?,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,?,absent,norm,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,upper-areas,severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,?,?,absent,upper-surf,abnorm,yes,above-sec-nde,dna,?,absent,absent,none,?,norm,absent,norm,absent,absent,norm,absent,galls-cysts,purple-seed-stain
