% randomly generated dataset
@relation cpu
@attribute MYCT REAL
@attribute MMIN REAL
@attribute MMAX REAL
@attribute CACH REAL
@attribute CHMIN REAL
@attribute CHMAX REAL
@attribute class REAL
@data
50,32000,16000,16,1,8,41
50,1000,32000,142,1,6,42
?,768,8000,0,1,2,266
17,16000,4000,32,4,3,27
50,256,32000,0,1,7,41
115,5240,12000,24,16,54,33
60,2300,8000,0,1,0,67
105,256,24000,64,1,24,32
160,512,8000,4,1,24,33
180,32000,16000,0,1,64,82
60,4000,8000,8,5,6,45
160,262,12000,24,1,24,19
92,2000,4000,?,1,3,23
110,8000,?,32,6,8,27
810,512,16000,2,1,5,138
38,512,4000,30,1,7,41
57,4000,8000,0,1,16,21
72,256,4000,0,6,64,42
92,1000,8000,30,12,6,24
75,8000,3500,32,1,16,20
240,512,8000,32,1,6,47
29,512,32000,0,0,4,28
110,8000,4000,64,1,2,290
480,4000,16000,2,1,8,382
40,1000,4000,8,1,0,23
125,1000,12000,32,0,2,18
143,16000,16000,8,1,10,36
?,2000,2000,8,1,24,28
40,1000,12000,128,3,8,21
98,2000,8000,32,3,3,23
75,1000,4000,8,8,32,80
700,96,16000,8,12,24,25
17,1000,5000,131,3,3,22
75,256,2000,0,1,14,29
110,2000,32000,0,8,19,381
125,1000,1000,0,6,112,199
26,1000,1000,8,8,32,151
810,2000,768,0,1,2,266
167,1000,8000,0,0,24,220
400,262,6000,131,1,8,181
140,256,32000,0,3,4,20
900,2000,32000,64,1,8,275
1500,96,32000,24,1,1,40
225,256,64000,0,3,5,47
26,5240,64000,0,1,6,34
700,4000,4000,24,6,20,25
50,2000,8000,0,16,32,361
84,2000,4000,0,6,7,64
1100,2000,8000,0,6,24,113
50,512,32000,2,1,24,40
38,8000,12000,8,1,38,50
50,512,20970,8,16,31,23
140,256,2000,8,1,?,72
29,?,12000,24,1,3,227
75,8000,20970,0,3,4,26
38,2000,8000,0,2,176,270
350,256,4000,30,1,3,21
225,8000,4000,32,6,2,18
240,1000,2000,64,5,5,24
38,256,4000,6,1,2,24
50,2000,12000,8,6,112,?
200,524,3000,0,1,24,53
50,16000,12000,8,8,2,350
30,256,16000,30,?,54,28
50,512,8000,0,6,24,73
70,96,8000,0,1,12,381
110,2000,8000,9,1,10,74
180,2000,24000,0,5,1,19
75,8000,2000,32,1,0,281
320,1000,32000,0,6,2,81
26,?,12000,64,1,24,181
225,2000,16000,30,1,8,175
225,1000,8000,64,5,0,26
400,1000,8000,64,12,16,39
26,2000,512,0,1,6,26
480,1000,5000,0,3,4,25
110,8000,10480,0,16,1,72
50,8000,16000,9,3,6,20
?,512,16000,0,12,32,149
160,2000,32000,64,8,24,267
140,256,4000,24,16,8,34
143,256,20970,0,1,1,76
143,1000,16000,24,6,32,361
240,2000,4000,0,8,5,82
180,2000,32000,8,1,32,26
180,1000,8000,0,1,32,18
70,2000,12000,0,3,8,44
59,2000,8000,128,8,104,72
70,2000,2000,0,0,10,26
700,4000,4000,64,8,3,23
250,768,4000,0,5,4,15
25,96,8000,12,1,1,18
320,524,16000,2,12,8,227
300,256,32000,0,1,8,54
220,2620,24000,0,6,3,117
240,1000,5000,32,1,24,74
200,1000,8000,32,1,6,28
400,1000,32000,0,0,32,749
23,?,3500,8,12,6,23
50,384,4000,64,1,54,20
25,8000,16000,0,1,20,88
72,1000,32000,64,7,1,113
92,4000,12000,0,1,5,24
140,2000,4000,0,16,64,171
143,1000,12000,16,1,2,603
900,8000,4000,8,7,8,253
38,4000,12000,0,1,24,341
140,1000,5000,0,12,31,30
240,1000,4000,64,1,6,102
220,16000,32000,0,1,2,1238
50,?,64000,64,4,104,56
75,256,8000,0,8,13,30
133,2000,32000,32,3,0,74
50,4000,32000,0,?,8,30
75,1000,8000,0,1,4,20
200,512,5000,256,3,32,88
800,2000,32000,8,1,1,41
110,1000,4000,0,1,1,138
800,8000,1000,0,3,4,80
105,1000,6000,8,2,10,25
75,2000,16000,32,8,20,124
700,2000,16000,0,8,6,34
17,2000,?,6,1,8,64
