% randomly generated dataset
@relation cpu
@attribute MYCT REAL
@attribute MMIN REAL
@attribute MMAX REAL
@attribute CACH REAL
@attribute CHMIN REAL
@attribute CHMAX REAL
@attribute class REAL
@data
92,2000,8000,0,1,12,54
50,512,4000,0,1,16,20
57,768,16000,0,8,1,32
60,512,32000,0,1,2,341
29,2000,4000,0,1,112,47
200,768,12000,30,1,6,32
50,2000,64000,6,6,6,34
320,1000,16000,8,8,5,18
320,8000,8000,6,1,5,43
200,4000,4000,24,4,2,21
200,4000,6000,0,52,128,26
180,256,8000,16,1,2,73
133,2000,16000,0,1,16,24
110,2000,768,0,1,6,27
90,1000,4000,0,4,4,44
160,4000,2000,8,1,4,181
56,256,1000,2,3,6,36
900,1000,16000,0,?,4,18
25,8000,16000,64,1,8,22
800,192,8000,0,6,8,53
140,2000,8000,16,?,20,74
143,1000,4000,32,1,4,46
75,2000,2000,131,1,3,27
480,2000,32000,24,16,5,76
140,256,12000,8,1,1,?
60,8000,4000,32,16,0,33
125,4000,32000,8,7,0,31
50,32000,6200,32,1,16,124
225,1000,3000,2,1,5,25
810,4000,6000,0,?,24,101
300,2000,24000,8,3,32,74
50,1000,12000,24,4,6,95
140,1000,6000,32,1,4,34
50,16000,5000,2,6,0,24
1100,256,8000,4,1,12,47
105,512,4500,64,6,38,62
140,8000,16000,0,32,4,181
110,512,16000,32,7,12,21
150,1000,4000,0,1,24,41
160,2000,8000,256,7,8,28
56,4000,2000,0,1,4,253
?,2000,12000,32,12,8,64
92,256,16000,32,3,4,56
29,2000,8000,16,3,16,102
30,?,5000,16,1,20,30
225,4000,5000,32,5,12,57
143,4000,?,8,6,14,18
320,4000,16000,32,7,104,113
30,8000,8000,24,6,10,22
133,1000,2000,30,7,24,124
125,1000,16000,64,1,6,18
59,1310,8000,0,1,1,29
72,3000,8000,16,4,1,80
320,1000,8000,64,5,6,35
56,512,8000,0,1,104,48
72,2000,16000,0,3,24,95
900,16000,2000,4,0,8,27
140,2000,2000,30,1,14,88
29,2000,8000,0,1,4,75
180,4000,4000,16,4,5,28
105,1000,8000,8,1,16,24
50,256,16000,24,3,6,34
105,4000,6300,128,1,32,31
56,8000,2000,16,1,64,21
25,2000,6000,0,6,24,253
38,1000,4000,0,1,2,23
320,1000,8000,65,16,24,74
350,2000,8000,32,8,3,270
40,4000,2000,64,3,1,28
300,768,64000,0,1,3,31
180,8000,32000,?,1,8,18
112,768,16000,0,1,32,44
300,2000,2000,0,?,20,978
105,2000,8000,32,8,12,18
38,512,8000,131,1,1,28
110,1000,16000,32,8,1,381
700,2000,16000,8,8,3,30
203,1000,8000,4,1,4,42
330,2000,8000,131,1,64,381
90,512,16000,0,6,?,28
225,4000,16000,64,2,1,20
90,8000,64000,0,1,16,181
110,2000,8000,64,1,8,190
38,2000,32000,9,1,1,52
400,8000,4000,4,0,1,74
112,2000,4000,16,4,8,?
330,2000,3000,16,8,4,749
320,1000,24000,96,16,16,64
116,8000,512,128,8,6,281
50,1000,8000,6,1,8,21
133,1000,8000,16,1,64,20
60,524,16000,0,1,12,24
105,2000,2000,64,1,128,56
250,16000,32000,8,1,8,53
23,1310,12000,16,2,24,50
140,16000,4000,4,8,176,21
140,512,3000,2,1,6,70
400,2000,4000,32,1,?,54
330,3000,8000,30,24,6,919
160,512,4000,32,1,6,978
112,4000,?,0,2,12,41
200,768,4000,32,8,4,281
600,2000,4000,0,3,64,27
160,8000,8000,16,3,2,41
50,512,1000,0,1,12,24
26,8000,4000,24,1,6,31
23,2000,8000,32,24,1,25
900,2000,12000,4,12,112,227
59,2000,6200,12,1,2,47
320,1000,16000,0,8,38,181
167,1000,4000,32,1,32,15
115,4000,16000,4,1,24,47
50,512,6000,64,1,16,20
92,128,8000,8,1,16,48
105,8000,5000,0,1,176,37
700,256,16000,16,1,4,171
140,1000,4000,32,1,6,75
175,2000,4000,8,1,8,74
400,4000,10480,4,3,6,350
110,1000,16000,0,3,8,18
105,2620,4000,0,1,32,82
300,8000,512,32,1,8,30
38,2000,16000,0,12,10,24
105,384,16000,6,3,2,28
72,512,10480,0,1,6,53
26,2000,8000,4,16,32,33
300,2000,2000,8,52,6,919
140,1500,8000,2,1,128,39
180,512,32000,0,1,8,28
26,2000,4000,2,4,16,88
75,1000,512,8,16,0,46
26,1000,?,64,1,32,34
600,4000,4000,24,0,8,81
84,4000,32000,9,1,64,182
25,1000,16000,0,1,8,74
52,2000,64000,65,1,12,67
900,2000,2000,48,6,6,28
38,4000,4000,9,3,4,81
225,768,32000,64,1,54,21
26,4000,16000,16,1,4,29
250,2000,16000,12,1,24,22
100,1000,2000,4,1,54,26
180,2000,64000,32,8,5,82
59,2000,8000,0,1,24,32
800,5240,32000,0,6,8,99
38,1000,5000,24,8,8,27
38,512,3000,16,1,3,381
200,2000,4000,4,1,26,1238
50,1000,8000,128,1,16,267
38,5000,4000,4,8,1,41
300,1000,4000,0,1,14,70
240,512,6000,0,8,24,41
140,2000,8000,0,1,24,34
300,512,2620,256,?,4,67
105,16000,8000,4,1,?,20
180,4000,?,0,1,12,18
29,1000,8000,32,16,8,62
300,500,16000,0,6,54,99
38,4000,4000,0,1,8,18
50,2000,2000,1,1,20,102
200,2000,6200,64,4,6,34
57,2000,16000,0,1,1,82
125,8000,12000,8,8,7,80
900,512,32000,64,24,24,50
72,8000,8000,32,52,0,136
75,2000,16000,32,1,5,29
92,1000,?,64,1,6,34
60,1000,16000,32,1,176,18
90,1000,32000,0,1,24,35
200,2000,2000,32,3,4,36
125,512,8000,24,1,3,26
140,2000,16000,0,3,16,29
700,768,1000,32,1,2,41
105,512,32000,6,8,8,28
26,256,4000,48,3,8,56
125,512,64000,131,3,32,21
160,512,6000,?,1,6,220
1100,256,16000,128,8,16,124
125,768,4000,0,12,20,603
330,768,16000,0,6,0,31
23,256,4000,0,1,24,76
64,512,3000,0,5,5,34
140,5240,24000,0,1,54,29
300,512,2000,8,1,24,28
160,512,6200,96,8,6,73
105,512,32000,0,6,24,1238
60,8000,12000,4,2,8,107
38,2000,4000,0,1,6,29
150,4000,8000,8,1,8,28
35,8000,16000,0,8,3,360
26,1000,10480,0,2,8,290
60,2000,32000,0,1,8,382
50,1000,4000,160,3,128,23
203,768,8000,32,1,6,341
72,2000,1000,1,1,8,24
50,3100,6200,8,6,16,86
110,1310,8000,?,1,2,18
38,1000,16000,8,1,24,34
56,1000,16000,30,3,6,74
240,2000,3000,16,2,15,74
300,2000,3000,0,6,24,76
92,8000,4000,32,1,112,46
143,1000,8000,0,1,0,25
23,256,16000,0,3,24,99
800,?,6300,8,1,1,24
320,4000,4000,8,1,6,157
75,512,16000,24,6,32,919
200,512,12000,8,1,176,24
143,2000,24000,0,3,24,28
480,8000,32000,0,3,2,275
56,512,8000,0,12,24,52
25,4000,8000,0,3,?,382
50,2000,16000,0,4,6,53
180,1000,3000,8,1,24,22
26,1000,4000,8,1,8,18
38,512,4000,0,?,8,171
50,1000,16000,4,4,24,20
52,512,16000,0,0,5,31
23,2000,8000,0,1,16,22
50,3100,4000,30,1,4,267
40,16000,?,9,4,6,382
180,4000,8000,160,1,128,30
300,?,4000,0,1,24,426
50,4000,6000,8,8,26,46
25,2000,8000,0,1,3,47
800,8000,4000,256,1,24,28
92,8000,16000,0,1,24,360
23,8000,8000,8,1,8,29
?,4000,2000,16,1,16,25
26,2000,8000,128,8,19,23
26,1000,4000,8,16,10,116
56,2000,16000,0,1,6,749
23,8000,24000,2,1,24,41
300,3000,8000,64,4,24,27
140,2000,8000,6,1,4,18
25,?,6200,0,1,32,341
320,256,8000,64,1,8,64
26,1000,2000,8,4,16,64
50,2000,4000,24,24,8,29
400,2000,1000,8,1,54,24
26,768,12000,64,1,12,41
480,1000,4000,142,5,16,28
100,512,4000,0,1,14,19
50,8000,512,16,1,2,113
75,1000,8000,0,3,20,28
92,8000,4000,64,1,3,67
26,1000,2000,24,5,16,37
140,8000,3000,0,5,6,199
25,1000,32000,0,1,8,290
320,1500,4000,24,12,0,67
1500,5240,1000,128,3,8,41
29,2000,4000,16,1,6,76
203,32000,16000,0,1,64,45
400,1000,32000,0,7,32,64
250,262,4000,8,1,4,67
56,1000,16000,16,3,38,28
50,1000,3000,128,1,38,181
48,1000,6200,32,1,6,46
72,512,16000,0,1,6,18
400,1000,4000,64,8,31,67
29,1000,64000,12,16,12,64
900,512,4000,0,1,4,37
105,4000,6000,0,3,?,1238
200,256,8000,0,1,1,157
92,512,6000,0,2,6,45
300,1000,32000,1,4,8,138
50,256,8000,16,1,8,57
56,512,4000,8,3,3,31
57,256,3000,16,1,32,34
17,32000,12000,64,1,5,23
17,4000,12000,32,1,20,37
1500,1000,10480,32,1,0,67
175,512,8000,0,5,10,24
300,1000,?,112,5,5,53
125,1000,16000,0,1,16,30
26,1000,32000,96,1,38,28
26,2000,32000,0,6,1,41
900,?,32000,0,1,1,341
29,1000,64000,0,12,14,99
125,8000,16000,0,1,2,95
50,4000,32000,32,8,38,42
140,1000,2000,2,1,5,267
105,4000,1000,32,1,16,33
140,256,4000,32,1,5,26
220,512,8000,0,3,6,47
30,2000,3000,8,1,16,65
810,2000,10480,0,1,24,382
150,512,16000,32,3,32,65
75,?,32000,0,1,24,32
105,1000,16000,12,8,4,53
180,8000,24000,4,4,14,102
140,768,1000,0,1,14,74
160,8000,2000,0,1,64,126
300,?,32000,32,3,12,128
50,512,64000,8,8,16,151
50,1000,16000,32,1,6,82
810,4000,2000,8,1,38,34
320,512,32000,6,8,1,15
50,4000,4000,0,4,24,41
38,2000,2000,128,1,32,30
23,256,2000,32,6,24,18
1500,4000,2620,8,0,3,27
143,8000,12000,64,1,5,54
29,2000,16000,24,52,3,138
140,1000,2000,0,1,20,36
200,1000,8000,0,3,38,20
125,2000,4500,64,3,10,381
26,8000,4000,32,?,24,54
60,512,8000,6,1,3,253
480,2000,8000,0,1,4,1238
72,2000,4500,32,1,0,275
480,256,4000,16,0,6,27
23,2000,1000,4,3,6,72
105,2000,4000,0,4,5,75
320,2000,512,0,1,0,80
92,8000,6200,0,1,1,54
29,512,16000,8,52,64,20
150,8000,2000,0,12,6,44
900,16000,12000,0,1,6,67
50,768,16000,?,26,2,76
124,64,10480,65,1,32,136
56,1310,4000,0,12,12,76
180,384,4000,0,4,6,33
25,768,16000,0,3,5,32
38,1000,16000,32,12,5,95
115,2300,4000,0,12,5,64
23,1000,8000,112,8,0,21
100,1000,16000,8,16,176,20
600,2000,2000,4,0,6,220
50,2000,8000,0,8,8,120
400,1000,32000,8,16,0,128
57,8000,16000,0,1,24,25
180,8000,4500,0,1,2,47
200,2000,?,8,1,24,46
185,2000,4000,0,8,176,28
115,2000,6300,0,1,5,74
300,512,16000,0,1,8,15
105,64,10480,6,1,24,32
75,?,12000,6,1,128,381
200,8000,8000,0,6,5,44
900,2000,4000,0,1,32,101
29,8000,32000,0,1,24,48
112,256,16000,64,1,2,18
300,16000,8000,65,1,2,18
180,768,8000,4,1,5,23
200,2000,4000,64,3,26,35
203,1000,4000,30,1,6,23
26,3000,8000,0,0,32,30
75,2000,4000,32,1,1,102
38,1310,4000,112,8,13,26
480,256,2000,6,8,2,20
25,2000,64,16,1,6,76
800,768,16000,1,4,10,18
23,16000,4000,0,1,12,34
133,1000,8000,0,8,176,29
26,16000,2000,0,1,26,24
240,1000,8000,12,1,31,102
330,4000,6000,6,1,8,360
29,1000,5000,4,6,14,181
1100,512,12000,0,3,20,78
116,256,2000,8,1,16,26
56,1000,8000,2,3,32,23
38,16000,12000,8,16,38,28
59,512,16000,30,5,6,30
17,4000,4000,6,3,6,25
38,768,1000,8,1,16,65
600,1000,16000,8,1,10,32
200,?,64000,32,6,5,20
100,32000,?,16,8,64,15
175,4000,24000,32,2,32,56
240,1000,5000,0,5,0,64
30,2000,?,4,16,7,27
320,768,16000,32,1,32,227
330,2000,4000,65,8,6,30
900,512,64000,64,8,19,76
?,16000,12000,4,1,24,253
105,2000,12000,8,1,4,41
225,768,5000,0,1,176,22
56,256,4000,0,6,6,29
84,2000,16000,4,1,6,36
480,2000,4000,0,?,32,426
320,768,8000,8,1,64,28
150,2000,4000,0,6,24,41
150,16000,32000,?,1,1,25
225,256,512,?,4,24,142
160,256,2000,0,1,24,82
35,192,4000,0,1,4,17
800,2000,4000,24,12,64,21
52,1000,1000,0,1,0,99
100,4000,512,96,12,12,26
1100,8000,16000,32,1,24,23
29,2000,8000,32,1,24,35
38,256,1000,128,1,3,?
75,2000,16000,8,6,1,128
160,2000,8000,6,1,24,20
143,768,4000,6,3,24,30
112,2000,12000,8,3,16,20
56,2000,4000,128,8,16,28
140,512,8000,0,1,14,20
133,2000,8000,8,1,19,82
50,8000,32000,6,3,10,29
900,512,4000,8,7,?,54
25,512,2000,0,8,1,59
115,16000,4000,8,2,5,54
26,4000,8000,0,1,6,41
50,768,8000,8,1,6,23
140,8000,4000,0,1,16,17
105,16000,4000,8,8,8,73
98,8000,64000,2,5,14,21
203,1000,4000,32,3,6,270
50,1000,4000,131,4,8,?
480,2000,6200,0,1,38,116
167,2000,16000,4,1,16,45
800,4000,24000,0,3,?,32
17,512,16000,64,1,14,270
320,4000,4000,8,1,12,113
29,1000,4000,32,1,4,42
810,2000,32000,64,1,12,67
160,256,2000,32,8,32,102
140,16000,2000,0,?,0,20
40,4000,32000,4,12,128,31
300,2000,4000,8,3,12,28
133,1000,2620,128,1,64,74
25,1000,16000,8,1,6,120
800,2000,12000,8,8,6,603
125,4000,24000,0,1,3,31
75,8000,4000,128,1,2,36
38,768,12000,8,1,38,117
98,2000,4000,4,6,24,34
26,64,4000,0,6,32,82
180,512,8000,0,6,4,290
300,2000,32000,16,3,2,28
330,16000,16000,32,16,4,67
125,2000,8000,160,5,16,80
133,512,6000,0,3,16,29
38,2000,24000,65,1,16,28
200,4000,2000,0,1,24,41
115,2000,32000,32,3,24,25
60,512,20970,0,6,64,24
200,1000,4000,4,6,12,?
250,2000,1000,32,1,2,59
38,4000,4000,142,1,5,20
72,1000,8000,128,6,16,47
50,256,16000,65,1,16,78
300,2000,2000,64,1,3,80
50,2000,8000,32,8,64,181
143,1000,16000,0,3,12,46
110,2000,6200,16,5,2,22
25,2000,8000,0,1,48,426
480,2000,8000,6,1,8,28
100,768,4000,0,1,8,29
26,512,8000,0,3,10,27
50,512,3000,0,6,2,20
300,1000,4000,16,6,20,22
50,2000,8000,16,12,1,32
1500,1000,8000,0,1,2,23
56,1500,4000,64,16,1,47
900,384,32000,0,26,8,82
59,64,1000,8,1,128,107
23,3100,2000,65,1,5,46
72,16000,16000,16,1,24,57
38,1000,4000,4,3,128,38
38,256,12000,8,3,24,120
38,2000,5000,16,1,112,142
240,1000,2620,0,1,10,275
25,4000,2000,30,6,24,1238
48,1000,16000,32,1,32,59
480,4000,2000,9,5,3,54
60,262,8000,24,6,6,53
60,4000,6200,0,1,12,53
400,768,512,16,8,6,18
38,4000,4000,48,3,2,18
160,512,4000,128,1,6,21
105,1000,20970,64,8,4,19
320,8000,16000,0,12,28,41
23,2000,16000,0,4,32,18
48,16000,5000,32,12,0,26
98,2000,4000,160,1,5,21
90,2000,5000,131,1,2,107
30,4000,4000,1,1,20,21
900,2000,4500,0,1,8,54
50,8000,3000,32,1,38,53
105,512,8000,32,16,8,281
250,8000,4000,0,24,6,199
200,512,8000,4,1,6,41
185,2000,12000,8,4,20,102
200,2000,2620,64,1,6,281
160,2000,4000,4,16,48,44
300,4000,1000,112,1,10,35
115,8000,16000,0,8,3,18
225,2000,8000,8,16,6,29
?,4000,12000,0,5,14,15
105,2000,2000,0,6,8,27
1100,3100,16000,32,1,16,26
105,4000,8000,24,1,2,40
160,2000,32000,32,1,2,88
115,2000,4000,16,?,2,31
220,8000,16000,16,4,5,56
480,16000,12000,32,1,5,67
810,1000,16000,0,16,2,20
1500,5240,2000,64,12,12,20
50,16000,24000,8,1,10,27
105,?,4000,32,1,6,102
29,2000,5000,8,1,64,26
200,1000,32000,128,1,16,72
600,1000,8000,142,8,24,102
200,8000,8000,0,12,24,22
180,512,8000,0,8,6,275
400,2000,4000,16,1,10,82
105,4000,32000,256,8,24,48
50,768,4000,24,1,32,102
200,4000,512,131,3,7,50
160,2000,512,32,1,3,919
180,2000,8000,16,6,5,117
300,2000,4000,8,1,26,46
810,2000,8000,0,8,112,20
700,2000,8000,8,1,24,157
140,2000,10480,64,3,32,749
26,2000,16000,48,1,6,78
38,1000,8000,131,3,2,18
180,16000,8000,0,2,10,101
140,2000,8000,4,1,6,81
143,2000,2000,0,12,4,21
56,768,8000,8,1,8,54
300,2000,2000,8,1,16,23
26,16000,8000,8,1,8,21
23,2000,2000,64,1,10,15
330,256,16000,0,4,24,18
60,768,8000,24,1,64,22
480,4000,4000,0,1,20,18
57,512,8000,16,1,54,116
115,2000,16000,0,1,6,181
56,1500,8000,0,8,7,253
115,4000,16000,24,3,24,29
70,2000,512,0,1,2,37
26,256,16000,8,3,24,34
320,1000,5000,0,16,32,24
72,2000,8000,0,6,2,56
900,384,16000,8,16,24,128
330,1000,4000,0,2,16,67
115,1000,8000,0,3,32,70
50,2000,16000,0,16,24,23
26,2000,2000,32,6,6,57
480,1000,32000,4,1,54,18
900,4000,6000,8,1,8,76
29,1000,8000,0,1,5,30
160,4000,16000,4,1,7,74
220,1310,32000,64,6,8,41
98,500,2000,0,1,6,34
225,2000,1000,128,12,8,27
133,2000,8000,0,1,24,20
50,8000,8000,64,1,5,80
60,1000,32000,64,0,4,20
38,2000,32000,0,1,32,281
143,1000,4000,24,1,24,22
50,2000,16000,0,6,24,67
56,256,8000,8,8,5,25
600,2000,2000,64,3,32,20
50,1000,32000,8,1,8,35
116,4000,16000,32,1,3,23
35,2000,16000,0,12,48,82
330,512,4000,64,6,3,426
100,4000,32000,0,3,1,341
75,768,1500,24,1,5,46
225,768,5000,131,1,26,44
300,1000,8000,0,16,20,128
140,2000,8000,0,0,14,32
23,1500,4000,?,16,4,34
105,2000,16000,0,12,6,18
23,1000,2000,32,1,12,67
200,8000,16000,8,1,24,381
133,?,4000,8,8,1,47
160,2000,8000,24,3,31,21
30,3100,20970,2,3,3,30
38,1000,32000,0,3,16,1238
26,4000,4000,0,52,32,?
23,512,16000,4,16,?,31
38,2000,16000,32,1,4,47
23,1000,64000,16,1,6,22
50,2000,2000,8,5,20,18
29,8000,512,0,8,5,25
810,384,16000,0,6,32,341
800,4000,16000,30,1,?,74
56,512,16000,0,3,6,382
56,8000,4000,0,1,32,88
320,128,2620,0,8,8,382
50,4000,32000,64,8,5,26
200,1000,6000,4,1,7,70
56,16000,4000,32,1,6,35
800,512,8000,64,52,3,34
240,4000,4000,8,1,4,18
330,1000,8000,8,4,16,34
50,4000,12000,65,1,8,26
23,2000,16000,112,1,112,74
50,256,4000,16,1,13,270
350,1000,3000,0,8,3,?
300,512,16000,32,1,0,17
38,1000,?,4,6,1,26
52,4000,32000,0,6,24,120
50,512,2000,8,1,8,33
25,128,1000,8,1,24,45
143,512,32000,64,?,6,749
26,1000,6000,0,1,?,20
810,1000,32000,0,1,32,157
38,192,2000,32,8,24,47
50,4000,8000,16,3,5,23
240,768,2000,0,8,5,19
50,2000,20970,8,16,64,116
150,256,12000,0,6,24,20
105,4000,32000,64,1,8,19
29,256,16000,8,6,20,20
1500,1000,32000,32,6,8,54
240,4000,2000,0,16,6,20
175,96,6000,2,1,5,199
105,2000,6200,16,6,5,20
320,1000,8000,0,1,16,29
330,1000,?,0,1,38,28
300,8000,4000,16,1,1,44
133,16000,8000,48,1,4,46
200,8000,3000,0,1,8,28
200,2000,8000,0,1,38,24
320,1000,8000,0,6,6,42
50,2000,16000,16,6,24,95
38,1000,8000,4,1,32,30
110,2000,8000,0,1,12,19
112,512,12000,32,6,8,220
110,2000,32000,0,3,24,190
200,2000,32000,0,1,6,75
180,512,16000,30,8,8,72
140,2000,12000,16,16,8,76
?,768,4000,0,3,0,22
30,2000,512,64,1,52,113
64,768,2000,65,1,54,27
92,16000,2000,1,1,24,37
810,4000,8000,16,8,4,24
300,4000,10480,4,4,64,181
140,8000,32000,32,26,6,382
30,768,32000,6,1,12,266
225,1000,2000,0,8,0,28
200,256,2000,8,3,24,24
100,8000,4000,8,3,32,19
92,512,8000,32,1,5,29
810,1000,16000,32,1,8,117
50,2000,4000,0,2,32,21
140,2000,2000,16,3,6,45
180,2000,4000,2,6,24,270
105,512,8000,4,1,16,36
25,2000,12000,2,1,10,21
116,8000,8000,0,1,4,360
225,4000,5000,0,3,20,74
810,8000,16000,32,6,5,181
48,512,32000,?,1,20,45
50,16000,16000,0,3,48,26
900,16000,8000,65,1,16,45
140,2000,32000,96,1,8,99
23,4000,4000,0,1,12,41
200,1000,8000,0,1,?,15
26,4000,16000,32,2,38,28
110,1000,2000,24,32,38,120
140,2000,6000,0,1,8,181
92,16000,4000,0,8,24,74
25,1000,32000,0,4,6,78
480,2000,2620,4,4,3,99
185,512,4000,0,1,8,41
57,8000,2620,0,4,6,253
133,256,32000,0,1,12,82
56,512,3000,8,1,6,21
700,1000,8000,0,1,6,34
800,4000,2000,30,8,8,149
180,1000,3000,0,16,6,21
50,768,4500,64,1,0,23
330,2620,8000,64,0,3,54
160,512,16000,32,4,3,157
200,1000,2000,8,24,54,30
330,262,12000,64,2,12,149
180,768,?,16,1,14,360
60,512,32000,8,1,0,270
17,2000,6000,32,2,20,?
59,8000,16000,4,8,3,30
800,8000,6000,24,1,16,41
75,512,16000,0,3,104,82
70,2000,2000,0,1,5,41
26,2000,16000,64,12,32,199
50,1000,2000,0,8,6,36
350,2000,1000,0,3,24,919
900,1000,10480,16,16,6,20
92,512,8000,0,1,8,88
?,16000,8000,16,5,2,41
125,2000,16000,32,12,16,426
38,2000,4000,0,1,3,35
160,256,8000,32,1,0,426
110,1000,8000,64,1,6,24
38,1000,4000,1,8,104,28
17,512,16000,64,1,8,182
29,2000,1000,32,1,13,28
25,3100,24000,0,8,4,74
75,4000,12000,4,1,5,25
800,1000,2000,0,?,5,39
143,768,3000,8,6,6,603
30,1000,2000,8,12,38,24
200,?,4000,112,4,8,23
125,2000,4000,64,16,4,17
52,2000,12000,0,1,2,22
50,2000,2000,0,1,2,57
105,2000,8000,32,12,24,47
140,16000,16000,0,1,2,119
320,1000,32000,8,26,0,28
1100,32000,16000,?,1,64,20
50,2000,8000,8,1,38,74
160,2000,8000,1,2,24,34
?,1000,6300,96,2,128,35
92,2000,24000,8,2,8,54
900,2000,8000,8,4,24,18
320,5000,2000,2,3,19,19
75,8000,1000,65,8,8,171
143,256,2000,0,1,5,47
800,1000,24000,0,1,26,28
225,2000,32000,32,1,6,56
26,1000,20970,0,1,16,29
29,3100,8000,0,8,12,65
56,1000,10480,0,6,6,29
50,8000,16000,0,8,24,190
92,2000,6200,0,1,24,18
?,8000,4000,32,1,16,341
150,256,8000,128,6,14,360
900,262,16000,12,0,2,31
30,2000,24000,32,3,6,31
26,4000,32000,0,2,5,44
100,2000,4000,64,1,16,33
125,2000,8000,2,3,12,47
92,2000,512,0,1,6,99
800,2000,4000,0,1,?,75
143,8000,32000,0,3,32,41
140,1000,2000,32,16,3,23
143,512,2620,30,3,8,1238
140,262,8000,8,1,8,72
105,2000,6000,0,6,0,281
56,3100,4000,256,1,32,281
320,768,1500,64,1,0,46
92,2000,1000,8,1,19,28
250,2000,8000,2,16,24,65
30,2000,8000,0,1,14,426
320,256,8000,8,6,4,95
50,2000,2000,8,1,38,151
330,1000,64000,32,8,6,44
250,1310,6200,24,1,6,23
180,8000,2000,?,3,4,18
100,2000,4000,4,1,16,23
50,8000,32000,0,4,10,142
105,4000,8000,8,1,1,40
105,2000,4000,0,12,6,126
800,512,4000,0,6,20,45
90,1000,8000,0,1,8,46
110,256,2000,32,1,1,30
50,512,8000,1,16,4,22
800,2300,16000,8,3,3,73
160,256,32000,9,6,8,41
700,512,4000,1,1,6,34
90,512,16000,0,5,6,33
112,2000,8000,0,6,10,29
56,1000,16000,4,4,8,275
50,8000,3000,112,3,64,341
50,8000,4000,0,1,6,67
64,512,16000,30,8,24,978
50,2620,8000,0,12,24,749
50,768,3500,8,5,5,29
143,8000,20970,0,3,1,47
330,8000,8000,32,16,64,45
92,512,4000,64,3,64,253
250,1000,8000,32,3,64,26
29,2000,8000,32,8,6,15
1100,8000,8000,6,3,6,175
175,1500,2000,24,6,104,25
300,256,8000,0,12,6,74
105,1000,24000,0,1,4,101
?,256,3500,32,3,16,43
30,512,4000,30,12,12,26
143,2000,8000,24,1,54,113
480,1000,4000,0,3,8,74
140,512,16000,4,5,32,34
29,512,16000,0,1,20,28
300,8000,32000,0,3,8,32
480,768,16000,0,3,104,25
29,1000,8000,64,1,5,34
92,512,16000,0,16,2,19
105,4000,512,112,0,6,18
180,5240,32000,64,12,6,20
52,2000,8000,8,1,24,53
400,2000,2000,8,8,0,253
140,16000,8000,9,6,14,80
38,524,16000,?,1,6,23
225,512,4000,8,1,6,65
140,2000,16000,32,8,32,22
92,32000,4000,16,16,12,20
26,2000,2000,64,6,8,28
140,8000,8000,0,2,2,128
25,4000,5000,0,1,2,67
600,2000,16000,8,12,32,29
160,768,4000,32,2,6,25
50,2620,6300,0,6,24,19
125,2000,16000,16,12,6,15
800,4000,10480,64,6,16,20
300,8000,32000,32,1,3,35
56,1000,4000,8,5,8,15
175,2000,4000,8,1,32,36
50,512,32000,0,1,10,29
26,512,4000,64,1,8,22
50,256,2000,0,3,2,37
300,1000,8000,24,1,12,74
105,512,16000,0,3,20,34
60,16000,16000,2,52,8,45
800,1000,1000,32,12,2,28
50,2000,4000,8,1,32,28
75,256,8000,0,3,31,42
140,2000,4000,16,1,8,181
203,1000,12000,4,1,6,88
57,4000,2000,0,1,5,74
143,512,20970,24,1,10,183
50,1000,4000,0,8,112,120
50,1000,4000,0,1,20,41
38,2000,2000,0,52,32,23
160,512,4000,0,6,32,35
140,8000,2620,0,0,5,?
26,1000,8000,64,3,7,78
105,2000,2000,0,1,6,181
35,5240,8000,1,1,32,22
23,1000,8000,0,1,52,46
50,2000,32000,2,16,24,25
167,1000,8000,0,2,4,266
64,8000,8000,8,3,6,25
320,8000,8000,0,1,0,19
160,256,16000,2,2,6,24
98,1000,32000,0,1,5,41
185,256,1500,0,3,24,72
250,512,12000,24,1,10,56
?,2000,5000,0,1,1,24
330,1000,16000,32,1,20,41
25,1000,10480,0,5,24,44
38,2000,4000,32,3,24,67
98,1000,6000,0,1,4,382
300,2620,16000,64,6,6,65
38,2000,16000,8,32,16,74
57,256,4000,8,1,2,18
143,256,32000,4,3,2,?
115,4000,32000,16,3,8,35
203,8000,4000,?,1,32,181
225,512,16000,32,1,3,253
300,1000,4000,8,12,5,24
75,2000,1500,64,52,12,95
26,192,10480,16,1,6,30
320,2000,8000,16,1,5,361
225,8000,2620,0,1,0,82
480,16000,8000,6,1,5,281
50,2000,2000,0,8,2,20
75,2000,32000,0,1,20,919
60,5240,2000,0,5,54,17
23,5240,1000,32,1,24,1238
240,1000,32000,6,1,54,47
38,2300,32000,0,1,24,29
40,1000,16000,0,52,0,171
25,1000,4000,64,52,52,22
35,2000,12000,16,1,16,31
50,8000,32000,0,1,24,39
115,384,8000,9,3,1,74
480,16000,3000,8,1,6,132
1500,512,1000,9,8,32,54
125,4000,6200,8,16,26,19
?,2000,10480,8,1,31,72
200,2620,4500,8,1,16,53
900,384,16000,128,1,4,50
50,4000,8000,8,1,4,142
92,1000,2000,0,1,32,40
800,?,512,8,3,12,74
200,1000,4000,0,1,32,120
800,1000,16000,24,1,31,43
17,8000,12000,16,16,24,19
59,4000,8000,30,16,4,21
143,1000,2620,65,1,8,35
1100,1000,3000,16,3,104,48
?,2000,512,0,12,6,95
800,4000,16000,0,6,64,72
115,4000,8000,0,1,2,34
320,?,16000,8,3,12,24
