% randomly generated dataset
@relation segment
@attribute region-centroid-col NUMERIC
@attribute region-centroid-row NUMERIC
@attribute region-pixel-count NUMERIC
@attribute short-line-density-5 NUMERIC
@attribute short-line-density-2 NUMERIC
@attribute vedge-mean NUMERIC
@attribute vegde-sd NUMERIC
@attribute hedge-mean NUMERIC
@attribute hedge-sd NUMERIC
@attribute intensity-mean NUMERIC
@attribute rawred-mean NUMERIC
@attribute rawblue-mean NUMERIC
@attribute rawgreen-mean NUMERIC
@attribute exred-mean NUMERIC
@attribute exblue-mean NUMERIC
@attribute exgreen-mean NUMERIC
@attribute value-mean NUMERIC
@attribute saturation-mean NUMERIC
@attribute hue-mean NUMERIC
@attribute class {brickface,sky,foliage,cement,window,path,grass}
@data
162,89,9,0.111111,0,2.55556,0.421636,0.444445,0.172132,5.66667,44.2222,76.4444,51.7778,-3,14.4444,18.6667,3.77778,0.541266,2.36831,brickface
240,94,9,0,0,2.88889,2.59415,14.0556,0.151852,5.55556,13.2222,46.2222,3,-0.111111,-8.88889,-14.7778,5.22222,0.297547,-2.0944,grass
190,194,9,0,0,1,19.1363,0.666667,0.32963,13.8519,1,75.2222,18.4444,-2.88889,42.8889,-8.44444,8.55556,1,-2.048,window
31,81,9,0,0,0.722222,0.133333,2.22222,1.27802,5.55556,50.1111,139.667,56,-2.55556,40.7778,-24.6667,79.1111,0.398791,-2.05447,sky
235,203,9,0,0,0.944448,0.772202,4.33333,0.296294,1.77778,34.1111,12.6667,46.5556,4.66667,2.33333,-17.5556,72.5556,0.293991,-1.63224,cement
45,133,9,0.111111,0,0.555555,0.488889,0.666666,0.8,24.5185,0,6.11111,61.7778,-9.55556,4.55556,-5.77778,22,0.339145,-2.07507,brickface
83,182,9,0,0,0.111111,1.00741,2.44444,3.11111,23.7037,50.2222,60.2222,12.3333,-8.77778,47.6667,-14.5556,8.22222,0.315363,-2.03293,path
8,194,9,0,0,1.22222,0.272166,16.6667,0.620633,48.6296,34.4444,140.778,0.444444,0.777778,54.4444,-1.77778,59.5556,0.345755,-1.43724,window
26,193,9,0,0,1.88889,0.32963,1.11111,2.85514,27.0741,4.11111,30.1111,0,-17.2222,24.8889,16.8889,7.55556,0.439342,-2.25712,grass
237,243,9,0,0,2.33333,0.240741,2.33333,0.074074,27.1852,17,23.5556,1.66667,-15.5556,0.888889,-18.8889,2.88889,0.599735,-2.42119,path
67,111,9,0,0,1.05556,0.166667,0.444444,0.400002,4.85185,15.7778,?,54.3333,-31.1111,38,0,60.2222,0.309826,-2.01314,brickface
35,190,9,0,0,2.38889,4.95162,18.7778,2.06296,135.296,34.5556,68.7778,116.556,-5.11111,39,-18,0.111111,0.933333,0,path
88,126,9,0,0,1.05556,?,2.22222,0.455419,3.81481,16.4444,127.333,45.5556,-8.77778,53.2222,-21,62.8889,0.457643,-2.39689,foliage
188,100,9,0,?,2.22222,0.655462,2,0.151852,16.0741,58.3333,9,0.444444,-21,23.1111,-6.55556,51.7778,0.299579,-2.04424,sky
86,78,9,0,0,2.72222,0.740741,1.11111,0.607405,41.8148,2.11111,71.5556,0,3.66667,31.7778,-9.22222,7.55556,1,-2.41946,path
23,123,9,0,0,2.05556,0.151852,0.611111,1.8074,110.593,86.2222,126.333,54.3333,0,17.5556,17.2222,28.7778,0.275863,-2.05164,foliage
2,198,9,0.111111,0,0.722221,0.507408,2.55556,3.27778,49.7778,6.33333,57.3333,11.2222,-49.6667,14.7778,-23.7778,149.889,0.393868,-1.83767,brickface
134,21,9,0,0,2.16667,1.27778,3,2.15185,0.555556,0,27.7778,39.5556,-21.6667,28.7778,-7.22222,74,0.984127,-2.20457,grass
92,21,9,0,0,0.999997,0.122222,0.611111,2.62255,46.3704,11.8889,146.667,0,-17.5556,-3.66667,-0.333333,53,0.489062,-2.04428,brickface
62,135,9,0,0,0.722222,0.501848,4.33333,1.81111,19.0741,23.7778,139.778,42.4444,?,24.7778,-15,146.222,1,-2.1868,path
83,106,9,0,0,2.11111,6.44444,2.33333,2.01843,60.1481,115.778,7.22222,0.444444,0.111111,73.7778,-22.1111,4.88889,0.524471,2.38935,sky
28,90,9,0.111111,0,2.38889,0.490653,1.72222,0.044444,79.6667,45.1111,67.1111,0,-1.88889,55.6667,-24.7778,77.5556,0.302982,0,cement
180,28,9,0,0,3.72222,0.459466,1.72222,3.72777,6.44444,91.2222,66.8889,0.111111,-5.66667,0,-0.222222,141.667,0.384997,-2.00596,cement
69,89,9,0,0,1.11111,1.3784,1.38889,219.574,1.37037,8.88889,77,6.33333,-8.77778,15.2222,-2.77778,146.444,0.289793,-1.9657,grass
39,172,9,0,0,5.66667,0.074074,18.7778,0.91084,5.40741,23.4444,42.7778,17.1111,-8.33333,41.2222,4.66667,140.222,0.300945,-2.23289,sky
140,116,9,0,0,0.555555,1.0256,1.16667,0.596297,27.7778,9.66667,132.889,98.2222,-9.33333,20.1111,-13.4444,5,0.687302,-2.23156,grass
196,87,9,0,0,0.055556,0.062963,1.83333,0.177778,49.7778,7.55556,5.88889,99.1111,-12.8889,45.2222,-22.4444,31.4444,0.309236,-2.1041,cement
26,159,9,0.111111,0,1,3.18518,3,5.18545,17.3333,7.44444,6.22222,131.889,-6.11111,7.55556,-11.3333,45.7778,0.600529,-2.02178,path
63,112,9,0,0,1.27778,0.074074,0.777777,2.16795,112.963,96.7778,145.778,14.1111,-10.4444,-3.55556,-7.33333,125.556,0.236733,-2.09193,path
85,192,9,0,0,0.833332,0.760115,2.38889,0.136083,51.0741,30.1111,52.6667,55.6667,-8.88889,54.2222,-23.1111,132.444,0.867813,-2.03623,sky
165,162,9,0,0,0.722221,1.25462,0.666666,1.42465,128.444,0,1.22222,6.11111,-20.7778,30.1111,-4.55556,49,0.419233,2.86493,sky
74,160,9,0,0,0.666667,0.655462,14.9444,2.06296,41.7037,18.6667,41,0.222222,-10.1111,62,15.4444,58.2222,0.289144,-2.33483,path
68,137,9,0,0,0.666667,0.166666,1.05556,0.418518,111.593,95.2222,10.1111,52.1111,-1.55556,3.66667,11.3333,25.7778,0.896296,-2.00961,brickface
10,16,9,0,0,1.66667,0.507407,1.16667,1.99629,62.0741,0,127.111,37.1111,-8.11111,49,-14,30.2222,0.483771,-2.41165,window
45,104,9,0,0,1.72222,2.19511,1.11111,2.82056,125.778,5.33333,36.7778,0,-20.4444,19.4444,-17.3333,129,0.329364,2.59354,sky
90,88,9,0,0,2.55556,0.340743,0.722222,0.4,45.7407,0,123.222,53.5556,-10.7778,11.8889,14.6667,23.8889,0.732926,-0.726018,grass
219,89,9,0,0,0.333334,9.08968,0.222222,11.6741,124.704,16,61.5556,19.3333,-1.55556,27.4444,-15.4444,6.11111,1,-0.871495,brickface
163,103,9,0,0,1.55556,0.443054,2.05556,0.596297,10.8148,94.6667,63.2222,3.88889,-11.5556,17.7778,13.8889,41.5556,0.245093,-2.08595,foliage
196,125,9,0,0,1.88889,1.33333,0.888888,0.607405,134.778,4.88889,6.77778,1.33333,-11.5556,76.8889,-2.11111,8.77778,0.680808,1.97614,path
42,81,9,0.111111,0,21.0556,2.81004,3.77778,0.490653,104.111,60,19.5556,4,-18.8889,18.1111,-25.4444,125.556,0.450305,-2.09022,sky
225,100,9,0.111111,0,1.27778,1.64655,1.44444,0.344265,5.14815,46.8889,35.2222,45.5556,-11.4444,43.6667,-17.2222,31.3333,0.300242,-2.17742,sky
47,42,9,0,0,8.05555,2.3797,0.5,0.207407,13.7037,9,58.2222,13.1111,0,15.1111,16.8889,49.5556,?,-1.84249,foliage
167,169,9,0,0,0.666667,0.403687,0,0.162963,59.3333,23.4444,25.3333,33.6667,-6.77778,25.8889,12.8889,2.66667,0.195127,-2.57363,sky
103,89,9,0,0,1.88889,0.074074,1.55556,3.19722,48.3704,54.7778,8.11111,27.5556,0.888889,14.2222,10.2222,72,0.407904,-1.06507,grass
172,58,9,0,0,0.666667,3.04074,2.5,0.93492,5.2963,38,142.222,26.6667,-18.1111,7,-15.6667,34.4444,0,2.09922,path
231,95,9,0,0,3.72222,0.062963,0.5,0.077778,70.4444,44.7778,65,95.7778,-6.66667,19.6667,-1.22222,48.2222,0.264563,2.28457,brickface
116,56,9,0,0,1.72222,0.107407,2.94444,0.45542,26.1111,8.55556,?,17.2222,-20.6667,26.1111,-5.33333,21.4444,0.680808,2.82711,window
96,89,9,0,0,0.944444,8.01852,0.666668,0.182574,62.4074,6.55556,0,7.66667,-29.2222,-7.22222,-6.22222,17,0.529982,-2.07188,cement
86,186,9,0.222222,0,1.83333,0.062963,0.388889,0.711111,0.111111,74.5556,45.7778,14.3333,-18.8889,0,-21.1111,5.77778,0.502569,-2.05447,foliage
226,90,9,0,0,0.055556,0.166667,0.222222,3.46677,123,46,139.778,84,-22.5556,-7.66667,-15.4444,30,0,-2.22266,path
18,200,9,0,0,1.77778,0.928958,0.611111,0.488891,41.1111,18.8889,71.6667,0.444444,-11,13.4444,-13.6667,13.3333,0.67037,2.04457,sky
47,103,9,0,0,2.83333,0.240741,0.611111,5.45554,137.148,26.3333,9,31,-8.77778,25.6667,-2,76.4444,0.314187,2.21005,foliage
231,90,9,0,0,1.05555,0.02963,2.88889,1.92065,56.3704,22,58.7778,116.111,-1.22222,21.2222,-13.4444,50.6667,0.660813,-2.24013,brickface
104,232,9,0.111111,0,1.11111,1.70511,4.77778,121.396,6.03704,116.556,7.11111,13.7778,-5.55556,13.5556,-24.8889,29,0.437404,-2.31423,path
214,30,9,0,0,2.27778,0.862963,2.66667,1.32222,29.5926,52.8889,24.1111,45.3333,-27.5556,14.4444,-2.11111,42.2222,0.35899,-1.62339,window
205,91,9,0,0,25.5,1.60555,3.05556,2.17818,31,10,61,50.6667,-0.333333,23,-4.55556,18.7778,0.617593,-2.14372,grass
102,189,9,0,0,2.27778,0.623609,14.0556,0.355556,45.7778,53.4444,17.8889,121.111,-2.77778,65.3333,-10.5556,41,0.38675,-2.16343,brickface
52,135,9,0,0,0.5,5.40741,1.11111,9.4963,15.1852,41.6667,6.55556,14.3333,-4.66667,59.2222,-12.4444,19.3333,0.306281,-2.09375,cement
83,186,9,0,0,0,0.02963,0.388889,3.21109,40.2963,0.555556,45.7778,17.5556,-14.3333,-5.44444,-11,21.8889,0.190912,-2.05039,brickface
57,70,9,0,0,3.38889,0.421636,34.6111,0.829629,50.2222,24,121.111,11.2222,-18.1111,2,-19.3333,58.5556,1,-2.0944,brickface
23,71,9,0,0,1.61111,0.879816,0,2.08344,111.926,6.22222,4.88889,37.4444,-31.8889,8.88889,-10.2222,8.55556,0.420244,-2.10731,grass
63,129,9,0,0,0.555556,1.45169,1,0.344265,19.0741,2.77778,90.1111,53.5556,-2.22222,56.8889,-33.8889,121.111,0.512566,-1.62891,window
68,107,9,0,0,0.722221,2.12307,5.55556,0.02963,3,16.8889,5.44444,3.11111,-10,37.5556,-23.5556,136.889,0.282125,-2.39111,path
11,85,9,0,0,1,0.385185,1.55556,1.98519,19.8519,1.33333,10.7778,2.55556,-1.11111,-2.11111,-4.88889,29,0.302983,2.33274,foliage
185,83,9,0,0,1.11111,1.29386,3.61111,1.90516,29.2222,0,7.55556,93.2222,-10.7778,3.22222,-20.8889,34.1111,0.365232,-2.0987,path
233,188,9,0,0,0.277778,1.51535,9.16667,73.1111,55.7407,9.33333,41,103.556,-9.55556,20,-6.11111,2.77778,0.399499,-2.17583,grass
225,87,9,0,0,1.5,0.7,26.6111,0.586896,58.4074,14,145.333,123.889,-26.2222,1.55556,-7.11111,14.5556,0.262046,-1.87105,grass
218,157,9,0.111111,0,1.38889,0.133333,2.16667,0.962963,0.037037,0.333333,44.1111,6,-10.3333,0,-9,60.1111,0.772831,-1.47238,foliage
193,85,9,0.111111,0,1.16667,0.5164,1.05556,6.43334,5.96296,0.666667,5.66667,15.5556,-12.5556,21.8889,-10,45.2222,0.104639,-2.00603,sky
247,193,9,0,0,0.555556,12.7954,1.77778,2.87407,5.92593,11.6667,19.7778,45.5556,-32.8889,-9.44444,-2.44444,140.556,0.543871,-2.16937,cement
217,104,9,0,0,2.27778,0.774072,1.44444,1.02222,126.815,133,64.4444,52.8889,-40.5556,25.7778,16.6667,54.3333,0.772831,-2.20802,sky
203,89,9,0,0,1.44444,572.996,1.05556,1.14074,39.7037,42.3333,57.3333,0,?,8.22222,-6.44444,71,0.407407,-2.12975,window
186,182,9,0,0,1.44444,28.9074,1.66667,0.952579,36.1111,7.88889,48.2222,17.2222,-10,27.8889,-26.3333,50.5556,0.630928,2.31076,brickface
29,14,9,0,0,0.5,0.250925,3.16667,210.922,31,1.44444,66.5556,33.6667,-15.2222,53.7778,7.44444,39,0.482725,-1.89048,brickface
183,91,9,0,0,2.22222,1.40897,0.388889,1.09545,26.7407,21.8889,13,28.2222,-19.7778,35.1111,-17.4444,47.5556,0.383372,-1.99063,cement
241,238,9,0,0,2.61111,1.4707,0.666667,2.36643,6.48148,12.1111,10,2.55556,-1.55556,44.7778,-15.3333,0,0.17869,-0.963048,grass
127,147,9,0,0,3.05556,1.22963,2.33333,3.23465,50.1111,7,14.5556,0,-8.55556,21.8889,-23.1111,130.889,0.330418,-2.12552,foliage
181,139,9,0.111111,0,1,2.44444,3.61111,0.02963,3.22222,21.1111,73.7778,107.222,-12,-9.66667,-18.4444,23.3333,0.363717,2.36831,path
123,39,9,0.111111,0,1.94445,0.490653,1.94444,1.18519,5.88889,10.8889,11.8889,38.2222,-12.5556,55.4444,-6.11111,146.667,0.309826,-2.08783,window
94,40,9,0,0,2.61111,0.562964,2.05555,3.12457,50.5926,1,4.66667,18.6667,-3.88889,41.6667,-22.2222,49.4444,0.225384,-1.07766,grass
129,182,9,0,0,0.888889,46.9333,4.33333,0.250925,105.778,0,31.5556,0,-1.44444,43.2222,-3.55556,49,0.302286,-2.33321,path
189,80,9,0,0,2.16667,1.52631,26.6111,0.118519,51.0741,52.4444,29.6667,122.556,-15.2222,-4.88889,-17.4444,138.333,0.280764,2.69011,grass
5,101,9,0,0,1.05556,0.207408,8.33333,0.623611,2.07407,7.55556,40.5556,11.5556,-19.7778,11.7778,-21.8889,4.66667,0.079806,-2.02931,cement
234,192,9,0,0,2.16667,1.14342,2.72222,0.829631,30.1111,20.8889,7.44444,129.778,-3.55556,13.1111,-14.4444,38.2222,0.276726,-0.744272,foliage
12,19,9,0,0,1.27778,0.122222,0.611111,0.474074,98.5926,44.6667,4,103.778,-36.5556,50.1111,-16.3333,67,0.26422,-2.09736,path
202,191,9,0,0,1.16667,0.118518,2.22222,0.151852,5.77778,0.333333,13.1111,21,4.44444,42.8889,-11.4444,145.556,0.275889,-2.16921,brickface
13,114,9,0,0,0.166667,0.062963,2.27778,0.222222,22.3333,0,2,0,-16.4444,-5.22222,-3.44444,19.2222,0.917989,?,foliage
45,113,9,0,0,1.22222,2.12568,2,0.311108,15.1481,0,1.88889,105.111,-8.22222,13.2222,-1.33333,51.1111,0.977778,-2.07124,cement
166,223,9,0.111111,0,2.27778,4.21111,1.05556,0.421637,2.81481,0.111111,45.7778,21,-9.33333,59.2222,-23.3333,126.222,0.659329,-1.67592,cement
161,116,9,0,0,2.5,0.551852,1.27778,1.02017,127.556,53.4444,123.444,39.2222,-4.55556,21.2222,-4.44444,23.8889,0.534392,-2.23832,grass
8,73,9,0,0,0.833333,4.74444,0,2.23524,13.8519,115.333,12.8889,47.8889,1.77778,3.11111,12.3333,132.333,0.306906,-1.51876,grass
189,129,9,0,0,1.94444,1.04704,0.722222,0.827759,49.9259,129.889,72.5556,3.22222,-2.66667,30.2222,-12.6667,17.2222,0.316041,-2.19816,grass
47,145,9,0,0,3.88889,1.5408,3.05555,0.344266,?,24.2222,0,122.667,-16.8889,21.4444,0,49.5556,0.307444,-1.47238,brickface
136,106,9,0,0,0.944445,0.462963,1.77778,5.6882,13.8519,130.667,142.667,2.22222,-23.2222,2.44444,-24.1111,75.5556,0.376253,-0.942559,path
227,149,9,0,0,2.61111,1.12963,0.388889,1.14075,21.1111,53.6667,69.1111,53.4444,-10.3333,0,-17.6667,83.8889,0,-2.21924,foliage
67,64,9,0,0,1.88889,0.952579,2.33333,0.340741,15.3704,15.2222,1.55556,20.3333,-18.2222,21.3333,0,11.8889,0.126968,-1.99774,sky
161,149,9,0,0,3.16667,2.16296,0.944445,1.01105,3.66667,8.55556,142.667,17.6667,-17.7778,46.1111,-14.8889,53.7778,0.31426,-2.32134,foliage
201,123,9,0.222222,0.111111,0.888889,0.340743,2.83333,6.88889,0.37037,2.88889,6.88889,13.4444,-3.33333,48,-25.1111,36,0.290788,-2.40475,path
64,73,9,0.111111,0,?,0.207406,4.33333,1.14827,20.8148,111.111,17,0,3.55556,28.6667,0.333333,24.1111,0.396458,-2.04242,cement
198,116,9,0,0,0.166667,0.403687,2.5,0.490653,49.1852,21.2222,62.5556,4.77778,-4.33333,27.7778,-5.44444,25.1111,0.17869,-2.38344,foliage
187,131,9,0,0,0.555556,1.20646,7.38889,1.01111,1.14815,2.33333,2.77778,43.3333,-3.22222,25,-22.8889,57.6667,0.296328,2.26354,window
146,188,9,0,0,6.88889,0.285183,0.222222,0.018519,59.3704,1.44444,25.8889,107.444,-1.55556,-6.11111,-25.2222,28.1111,0.402203,-2.02094,window
159,156,9,0,0,29.2222,0.327728,0.722222,0.933333,8.77778,52.3333,78,126.111,-9.33333,51.5556,13.7778,38.7778,0.310818,-2.40681,path
176,144,9,0.111111,0,2.44444,1.14342,1.44444,37.5,0,0,1.88889,38,-3.88889,16.1111,-16.3333,9.66667,0.416299,2.54533,foliage
72,124,9,0,0.111111,0.888889,2.08433,0.944445,0.611111,124.63,9.33333,146.556,1.22222,-8.88889,16,18.8889,6.44444,0.234493,-2.27421,?
72,125,9,0,0,4.72222,1.51535,1.44444,1.06284,23.1481,7.66667,1.88889,105.333,-16.5556,2.44444,-11.6667,7.55556,0.459024,-2.04543,grass
35,120,9,0,0,1.05556,0.018519,1.55556,6.2245,28.8519,12.7778,115.556,50.6667,-10,-3.22222,-4.33333,132.444,0.328603,-2.03643,foliage
159,134,9,0,0,0.555555,0.82776,0.722221,0.074074,0.111111,1,79.1111,15.3333,-37.3333,46.4444,-8.22222,19.1111,0.268186,-1.70091,window
88,80,9,0,0,2.27778,2.66667,1.38889,0.374074,22.4815,101,25.7778,55,-7.44444,-1.77778,-8.55556,36.2222,0.311587,1.99116,?
230,134,9,0,0,0.444445,0.3,0.666666,1.70741,60.9259,0.555556,37.1111,106,-19,21,0,8.77778,0.544092,-2.27843,window
232,49,9,0,0,0.777779,0.691214,0.500001,5.40953,55.3333,12.4444,0,2.88889,-19.6667,33.5556,-6.22222,40.5556,0.431547,-2.17396,foliage
36,145,9,0,0,0.722222,0.691215,1.72222,1.45551,122.852,96.7778,51.7778,19.7778,-32.8889,-12,-23.8889,22.2222,0.862771,-2.35524,path
68,113,9,0,0,2.66667,0.421637,2.27778,2.07408,108.889,113.333,146.333,53,-5.11111,40.1111,-17,14.3333,0.294845,-2.57363,brickface
225,196,9,0,0,0.888889,4.32435,2.38889,0.474074,43.2222,52.5556,70.8889,37.8889,-10,4.55556,-3.66667,25.1111,0.198924,-2.30955,brickface
231,134,9,0,0,0.222222,0.505525,3.55556,0.122222,39.2222,5.66667,25.1111,1,-10.5556,11.8889,-5.11111,0.444444,0.392034,-2.10244,foliage
216,111,9,0,0,1.72222,0.196296,2.11111,0.429627,11.0741,21.1111,115.556,11.4444,-9.88889,5.22222,-17,1.88889,0.183109,-1.87303,brickface
127,130,9,0,0,8.05555,0,5.66667,1.01111,39.7037,6.77778,6.66667,3.77778,4.11111,-5.22222,15.2222,29.7778,1,-2.35524,sky
155,102,9,0,0,0.611111,0.516398,0.444445,1.06284,90.0741,3.77778,18.8889,8.44444,5.33333,17.6667,12.4444,1.11111,0.351273,-2.03043,cement
47,118,9,0,0,0.833333,8.24074,1.33333,0.700002,1.77778,12,41.6667,97.5556,-19.8889,-2.66667,-12.8889,12.3333,1,-2.03798,sky
106,13,9,0,0,1.11111,27.9741,2.33333,8.29629,10.3704,6.66667,49.6667,106.556,-17.3333,52.4444,-12.3333,45.7778,0.251852,-2.13949,path
245,57,9,0,0,5.83333,0.696296,2.38889,0.250925,123.444,7.88889,0.111111,27.6667,-14.3333,25.6667,-15.2222,17.7778,0.664785,0,path
151,56,9,0,0,0.555555,0.574135,26.4444,5.6882,5.2963,98.5556,39.5556,8.11111,-9.88889,4.66667,20.6667,18.7778,0.392385,-1.97306,path
248,90,9,0.111111,0,0.777778,0.577777,1.05555,1.01111,45.963,52.5556,30.7778,0,-9.88889,28.7778,-9.88889,2,0.919597,-1.5551,cement
61,102,9,0,0,14.8333,0.122222,0.388889,0.996296,136.296,114.333,144.778,0.666667,-30.3333,42.8889,-13.6667,8.66667,0.442788,-2.18971,brickface
161,124,9,0,0,0.555556,0.534027,2.38889,0.136083,6.40741,132.556,26.4444,118.889,-19.1111,30.3333,-7.77778,55,0.425441,-2.34019,grass
131,93,9,0,0,0.611111,4.55185,1.38889,0.533334,21.5556,15.7778,21,3.44444,-17.3333,71,-17.6667,146.444,0.481852,2.29274,brickface
112,100,9,0.111111,0,0.722221,0.062963,6.44444,0.879815,134.333,32.3333,11,26.7778,4.44444,3.55556,-1.77778,37.6667,0.253299,-2.0944,grass
36,233,9,0.111111,0,2.72222,0.942809,0.611111,0.088889,15.1852,131.222,69.1111,119.111,-12.4444,16.1111,-23.5556,60.3333,0,-0.944272,sky
65,245,9,0,0,0.277778,1.30668,1.16667,0,17,80.6667,2.77778,85.7778,-2.22222,2.22222,-13,132.444,0.376253,-2.11767,sky
152,201,9,0,0,3.11111,4.02963,1.33333,1.57407,18.5926,101,49.5556,5.66667,-21.2222,19.8889,-1.33333,21,0.499695,-2.30766,path
242,218,9,0.111111,0,1.5,0.879815,0.777777,0,124.704,0,127.333,13,0.111111,0,-15.7778,127.333,0.294656,-2.40455,grass
194,50,9,0.111111,0,0.944444,1.07497,1.16667,0.785183,34.8519,12.8889,34.4444,35,-37.3333,30.4444,-19.6667,25.7778,0.451546,-2.25125,cement
178,233,9,0,0,0.777778,0.02963,1.77778,4.37407,2.25926,129.444,73.7778,24.1111,-15.7778,5.77778,-21.8889,146.556,0.427811,-0.837598,grass
239,176,9,0,0,2.44444,1.08355,2.44444,0.118519,126.111,11.6667,61.2222,16.8889,-8.33333,40.2222,-13.1111,149.111,0.463329,1.93847,window
233,173,9,0,0,2.05556,0.998147,0.555556,1.1879,59.5556,0.111111,2.33333,15.6667,-13.4444,39.8889,-15.5556,5.77778,0.66524,-1.99691,grass
21,91,9,0,0,6.61111,0.877778,0.833333,9.4963,21.2963,30.7778,29.6667,3.88889,-6.11111,37.4444,11.7778,9.44444,0.542108,2.43278,grass
162,120,9,0,0,4.27778,21.7963,2.44444,0.077778,45.963,11.6667,74,24.1111,-14.8889,27.8889,17.4444,11.7778,0.26938,-0.985729,?
48,78,9,0,0,0.277778,0.374074,1.16667,3.71852,8.37037,52.2222,25.5556,19.6667,0.666667,34.2222,-0.555556,140.444,0.248698,-2.11372,sky
18,79,9,0,0,3.16667,1.06284,0.611111,45.0852,43.3333,0.777778,8.33333,1.22222,1.77778,35.1111,-22.2222,74,0.290278,-2.28664,grass
149,63,9,0,0,2.94444,0.374074,2.16667,0.311111,14.5926,108.111,4.77778,23.5556,-23,-2.88889,-9.66667,9.11111,?,-2.18547,window
156,185,9,0,0,3.77778,14.963,1.5,0.266668,0.518518,22.6667,22.5556,0,4.88889,40.2222,-1.11111,25.3333,0.327383,-1.96448,window
212,51,9,0,0,1.5,0,5,0.742867,58.4815,42.8889,8,53.7778,-5.11111,29.3333,-19.6667,146.111,0.375346,-2.16238,cement
28,141,9,0.111111,0,2.16667,3.5865,1.33333,0.062963,17.7778,23.3333,8.11111,61.2222,3.22222,18.4444,17.8889,76.6667,0.289582,2.39543,path
123,237,9,0,0,1,0.32963,1.83333,0.151852,13.2593,53,76.6667,108,-14.1111,43.6667,-12.8889,23.3333,0.977778,-1.74926,cement
79,102,9,0,0,0.833336,0.750308,1.16667,1.26491,54.6296,15.8889,12.3333,43.1111,-1.33333,33,-23.5556,7.77778,0.399901,-2.03862,foliage
126,36,9,0,0,1.11111,45.8407,1.16667,1.04074,4.18518,19.2222,79.1111,37.4444,-3,11.8889,-14.6667,140.222,0.315228,-2.15598,sky
29,80,9,0,0,0.77778,2.23772,3.27778,0.557773,55.6296,0,57.1111,0.444444,0,40.5556,11.7778,3.88889,0.191049,-2.47648,cement
58,211,9,0,0,0.111111,0.250924,1.38889,0.429629,7.96296,0.111111,14.8889,47.2222,-10.8889,45,-21.4444,7.22222,0.278345,-1.62559,brickface
219,243,9,0,0,1.33333,0.459468,4.94444,0.118519,107.37,34.8889,59.2222,15.7778,-12.5556,4.66667,-16.5556,22.7778,0.282125,-1.73031,cement
11,82,9,0,0,2.22222,15.263,6.16667,2.23524,49.4815,21.3333,13.8889,17.4444,-21,42.2222,-15.3333,48.2222,0.587963,-1.9632,grass
25,189,9,0,?,1.27778,0.490653,1.05556,0.620633,9.85185,11.2222,52.6667,123.556,-31.6667,28.7778,0,6.66667,0.617059,0,grass
94,152,9,0,0,0.722223,0.562963,1.66667,1.69531,22.8519,18.8889,9.55556,17.3333,-13.4444,2.88889,-3.88889,72.7778,0.338288,-1.68265,grass
69,64,9,0,0,1.5,0.655462,2.27778,6.16296,41.6667,46.5556,130.889,133.444,-22.7778,1.77778,-21.1111,6.22222,0.478222,-2.01413,sky
245,62,9,0.111111,0,3.27778,0.196297,1.22222,4.60741,5.22222,13.5556,28.4444,16.2222,-21,46.1111,-2.44444,31.8889,0.32042,0,foliage
85,177,9,0,0,5.5,2.97778,9.94444,7.18518,17.1111,11.2222,60.7778,51.3333,3.77778,28.2222,-1.33333,23.3333,0.563713,-1.93748,path
90,102,9,0,0,0.388889,1.77326,2.61111,1.18889,50.4074,42,138.778,3.33333,-10.7778,33.8889,16.1111,21.1111,0,-2.0785,sky
219,81,9,0,0,0.611111,1.77326,0.444444,1.11555,16.4815,100.111,2.77778,?,-25.3333,15.2222,-7.22222,29.7778,0.383372,2.14181,grass
69,180,9,0,0,0.833335,1.00741,0.611111,2.51852,1.92593,1,140.222,24.1111,-14.3333,34.6667,-6.88889,10.8889,0.394964,-1.92122,cement
70,121,9,0,0,0,1.88518,1.66667,37.2185,15.3704,102.556,5.33333,42.8889,-4.44444,-6.66667,-10.7778,1.55556,0.266302,-2.38244,brickface
58,19,9,0,0,1.44444,1.06284,0.666667,0.077778,0.777778,115.889,44.4444,2.22222,-11.2222,0,-12.3333,8.33333,1,-2.12135,path
13,98,9,0,0,2.55556,1.35185,15.1667,2.12223,4.81482,0.444444,122.222,4.55556,3.66667,19.1111,-13.1111,18.7778,0.224139,-2.52332,sky
239,45,9,0,0,0.888889,0.374073,0.333333,2.81852,14.963,45.4444,11.5556,6.33333,-0.111111,22.6667,-4.22222,55,0.270271,2.30573,cement
250,137,9,0,0,0.944445,0.477777,0.277777,2.62255,108.889,19.2222,58.4444,43.5556,3.44444,-7.22222,16.3333,140.222,0.457672,-1.9859,sky
136,63,9,0,0,1.61111,2.57337,1.44445,9.21852,16.0741,0,140.444,3.33333,-19.1111,35.2222,-12.5556,26.5556,0.32736,2.36831,window
113,142,9,0,0,1.16667,0.611616,1.27778,1.18519,60.037,?,25.3333,30.5556,-13,8.77778,-22.1111,17.3333,0.282125,0,sky
208,67,9,0,0,0.833333,1.62963,1.5,1.71852,4.96296,89.1111,74.8889,0,-1.22222,22,-21.4444,33.4444,0.275863,-2.22578,window
33,104,9,0,0,0.666667,0,1.11111,2.45327,40.5185,19.2222,13,30.8889,-1.77778,16.3333,-16.3333,20.1111,0.622222,-2.07047,brickface
