% randomly generated dataset
@relation labor
@attribute duration REAL
@attribute wage-increase-first-year REAL
@attribute wage-increase-second-year REAL
@attribute wage-increase-third-year REAL
@attribute cost-of-living-adjustment {none,tcf,tc}
@attribute working-hours REAL
@attribute pension {none,ret_allw,empl_contr}
@attribute standby-pay REAL
@attribute shift-differential REAL
@attribute education-allowance {yes,no}
@attribute statutory-holidays REAL
@attribute vacation {below_average,average,generous}
@attribute longterm-disability-assistance {yes,no}
@attribute contribution-to-dental-plan {none,half,full}
@attribute bereavement-assistance {yes,no}
@attribute contribution-to-health-plan {none,half,full}
@attribute class {bad,good}
@data
3,5,4,?,tc,?,?,10,5,no,11,below_average,?,?,yes,?,good
1,4.5,4,?,?,36,?,?,?,?,15,below_average,yes,half,yes,none,good
1,2.8,4,?,none,40,?,?,2,?,10,below_average,?,full,?,?,good
3,4,2,?,tcf,40,?,10,1,yes,11,?,?,half,yes,?,bad
3,5,4,?,none,38,empl_contr,?,4,?,13,below_average,yes,half,yes,?,bad
2,2,4,?,none,37,?,?,5,yes,?,average,?,?,yes,?,bad
2,6.9,4,?,none,35,?,?,5,?,11,generous,?,none,yes,half,bad
1,7,3,?,?,40,empl_contr,?,?,no,?,below_average,?,?,?,full,good
3,3,4,?,?,35,empl_contr,?,5,?,15,below_average,yes,?,yes,full,good
2,3.5,2,?,none,40,?,?,0,?,9,below_average,?,none,yes,none,good
3,3,?,?,?,40,empl_contr,?,?,?,?,below_average,?,half,?,full,bad
1,2.8,?,?,none,40,?,?,1,yes,11,generous,?,half,?,full,bad
2,4.5,2.5,?,tcf,40,?,?,?,no,12,generous,yes,full,yes,none,good
2,4.3,2.5,?,none,33,empl_contr,?,3,no,11,generous,?,full,yes,?,bad
3,4.5,3,?,none,40,?,2,4,no,10,generous,?,full,?,full,good
3,4,4,?,none,40,?,?,10,?,10,generous,?,none,?,none,good
1,3.7,2.5,?,tcf,40,?,?,?,?,9,below_average,no,full,?,full,bad
3,2.5,4,2,?,40,ret_allw,?,?,yes,10,generous,yes,?,yes,half,good
2,6.4,3.5,?,tcf,38,?,?,3,no,10,average,?,none,?,full,bad
3,4,4,5,none,40,?,?,2,?,11,average,?,none,?,full,good
2,4.5,2,?,none,39,?,?,2,?,10,?,yes,none,?,full,bad
2,2.5,5,?,?,38,none,?,?,no,11,below_average,yes,full,yes,none,bad
2,5,5,?,tc,40,ret_allw,?,?,no,?,generous,?,half,yes,?,good
2,6,?,?,?,40,?,?,10,?,10,below_average,yes,?,?,full,bad
3,4.5,4,?,none,35,ret_allw,?,?,?,15,generous,yes,?,?,?,good
2,2,3,5,none,40,?,4,?,?,12,generous,no,half,?,full,bad
3,6.4,4,?,none,38,empl_contr,?,?,?,10,below_average,?,half,yes,?,bad
2,2,4.5,?,none,40,?,?,2,no,11,generous,?,?,yes,half,bad
2,4.5,?,?,?,40,ret_allw,?,14,?,12,average,?,half,yes,?,good
2,2.5,4,?,none,37,empl_contr,?,5,yes,11,generous,yes,half,?,?,good
1,6,2.5,?,none,38,empl_contr,?,4,?,11,below_average,yes,full,yes,full,good
2,2.1,2.5,4,?,40,?,?,4,yes,11,generous,yes,full,yes,half,good
2,4.5,?,?,none,36,none,?,?,?,?,average,?,none,yes,full,good
3,5,5,5,none,38,?,?,?,?,9,below_average,no,half,yes,?,good
2,4.5,?,2,none,40,ret_allw,?,5,no,9,below_average,yes,?,?,?,good
2,2.1,?,?,tc,40,none,12,?,yes,13,?,?,none,yes,full,good
3,2.5,6,?,tcf,40,none,?,3,?,10,generous,yes,half,?,half,bad
3,4.5,?,?,tcf,38,?,?,6,?,10,generous,yes,none,no,half,bad
3,4.5,5.8,?,?,40,empl_contr,?,5,?,10,below_average,?,half,yes,full,bad
2,3.5,?,?,tcf,36,?,12,4,?,11,generous,?,half,yes,?,good
2,2,?,?,?,38,?,?,25,yes,12,generous,no,?,yes,?,bad
3,3.5,5,5,?,27,?,?,?,?,15,generous,yes,?,yes,?,bad
2,4,3,?,none,40,empl_contr,12,1,?,15,average,?,half,?,?,good
1,3.5,3,?,none,40,?,?,?,?,11,generous,?,none,yes,full,good
3,4.5,?,?,?,38,empl_contr,?,?,no,9,below_average,?,none,no,none,bad
1,?,3.5,?,?,?,empl_contr,?,?,no,11,generous,yes,?,yes,none,good
3,6.9,?,?,none,38,?,?,4,yes,15,generous,yes,half,?,half,good
3,3,5,2,?,40,?,10,?,no,9,average,?,half,no,?,good
3,3.5,4,?,none,37,none,?,?,?,11,below_average,?,half,no,full,good
2,4.5,?,?,none,40,none,13,?,yes,?,average,?,full,?,full,good
2,4.5,2.5,?,tcf,40,?,?,?,?,12,below_average,?,?,yes,?,good
2,2,4,?,tcf,35,?,?,0,?,11,average,?,?,?,half,bad
2,2.8,2.5,?,?,40,?,?,?,no,11,below_average,?,?,yes,?,good
2,3.5,6.4,?,tc,38,?,?,6,?,12,generous,?,full,yes,half,bad
3,3,4,?,tc,?,empl_contr,2,3,yes,12,below_average,yes,full,?,?,good
2,2,4.4,?,?,40,empl_contr,?,?,yes,11,below_average,?,half,yes,full,bad
1,7,4,?,none,38,ret_allw,?,4,?,11,average,?,half,yes,half,bad
2,4.5,4,?,none,35,none,?,?,?,10,average,?,full,?,?,bad
1,4.5,4,4.6,tcf,39,?,?,?,no,?,average,no,half,yes,full,good
3,2,?,5,none,40,?,?,?,?,12,generous,?,half,?,half,bad
3,2,5,?,?,40,?,?,3,?,11,below_average,?,?,yes,full,good
2,4.5,?,?,tcf,40,?,?,4,?,11,?,?,full,yes,?,good
3,5,4,?,?,38,?,?,6,?,10,below_average,yes,?,?,none,good
2,2.5,2.5,?,tc,40,?,?,3,no,11,average,?,?,?,full,good
2,4.6,?,?,?,38,empl_contr,?,4,?,10,generous,?,none,yes,?,good
1,3,3,?,tc,40,empl_contr,?,?,?,11,below_average,?,?,yes,?,good
2,2.8,4.4,?,none,?,?,?,?,no,11,average,?,?,yes,full,bad
3,2,?,?,?,37,none,?,?,no,?,generous,?,half,yes,full,good
2,2,2,5.1,tc,40,empl_contr,?,?,?,11,generous,yes,none,yes,?,good
3,2,2.5,?,none,38,?,?,?,?,11,below_average,?,full,yes,none,good
3,2.1,?,5,?,?,none,?,?,yes,10,average,?,half,?,none,bad
3,4.5,4,5,?,38,ret_allw,2,?,?,15,average,?,?,?,none,good
2,4.5,?,?,none,36,none,?,6,?,11,generous,?,?,yes,?,good
3,2,2.5,?,none,38,empl_contr,?,?,?,?,average,yes,none,?,full,bad
2,4.5,4.6,?,tcf,40,empl_contr,?,4,no,11,generous,yes,half,?,full,bad
2,4,2.5,?,none,40,?,?,2,?,11,below_average,?,half,yes,full,good
1,6.9,?,?,none,40,none,?,2,no,13,below_average,yes,full,yes,full,bad
2,5.7,4,4.5,none,40,empl_contr,?,?,?,13,average,?,half,yes,half,good
2,3.5,2.5,?,?,40,empl_contr,?,5,no,10,generous,?,?,yes,half,good
1,2,4,?,?,38,?,?,?,yes,11,generous,?,half,?,full,good
3,3.5,2,?,none,38,empl_contr,14,4,?,11,below_average,?,?,?,full,good
2,6,?,?,?,?,empl_contr,?,6,?,15,generous,?,?,?,full,bad
2,2.1,4.5,?,?,37,none,?,?,?,11,generous,yes,?,yes,full,good
3,2.1,4.4,?,?,38,none,?,?,yes,10,average,?,full,?,full,good
1,4,3,?,none,40,none,?,4,?,?,average,no,?,yes,half,good
1,2.5,2.5,2.1,?,40,?,8,?,?,11,below_average,?,half,yes,full,bad
1,5,3,?,?,35,?,?,5,no,10,generous,?,?,?,full,good
3,2.5,2,?,none,40,?,?,5,no,11,below_average,?,none,?,?,bad
3,2,2.5,?,?,40,ret_allw,14,?,?,12,below_average,no,full,?,?,bad
3,2.5,4,?,none,40,?,?,?,yes,11,below_average,yes,none,?,full,good
2,5,4,?,?,40,?,?,5,no,12,generous,no,?,?,?,good
2,4,6,?,?,40,none,?,?,?,11,generous,?,none,yes,full,good
3,3,4,?,?,40,?,?,1,?,11,generous,?,?,yes,?,bad
2,3,4,?,?,38,empl_contr,?,?,yes,10,generous,yes,none,?,none,good
2,2,4.5,?,none,40,ret_allw,8,4,?,11,average,yes,half,?,full,good
2,5,2.5,?,none,37,?,?,3,?,?,below_average,?,?,yes,none,good
3,7,4,?,none,?,empl_contr,?,0,no,11,average,no,full,yes,?,good
2,3,3.5,?,?,36,none,?,1,?,?,average,no,half,?,none,good
2,7,3,?,?,35,?,?,3,?,10,generous,?,?,yes,none,good
2,4,4.4,2,?,40,none,?,?,?,11,average,?,?,yes,?,good
3,7,?,5,none,38,none,?,4,?,12,average,?,?,?,none,good
3,7,4.6,?,none,40,?,2,3,no,13,below_average,?,?,no,?,good
3,5,2,?,none,38,?,?,6,?,10,average,no,half,yes,?,bad
2,6,4,?,?,?,?,?,10,?,11,generous,?,half,yes,half,good
2,5,?,?,tcf,38,?,?,25,no,?,generous,?,?,?,half,bad
2,2,?,?,none,35,none,?,?,no,11,average,yes,full,?,full,good
3,4.5,4.5,5,tcf,40,?,?,25,?,10,generous,yes,half,yes,full,good
3,4.5,2.5,2.1,?,27,?,?,6,?,12,average,?,none,?,full,bad
3,2,4,4,tcf,36,empl_contr,?,?,?,12,?,?,?,yes,?,good
2,3.5,2.5,?,none,36,empl_contr,8,?,?,12,average,?,half,yes,none,good
1,2.8,2.5,5,none,27,none,?,2,?,10,below_average,no,?,?,?,good
2,3,?,?,?,?,?,?,4,?,11,below_average,?,full,yes,?,good
2,3,4,?,?,40,none,?,14,?,10,?,no,full,yes,?,good
2,4,4.4,?,tc,38,?,?,?,yes,15,generous,yes,none,?,?,good
2,6.9,3,?,?,40,none,?,2,?,9,?,yes,half,no,?,bad
3,5,2.5,?,?,40,?,2,?,yes,11,below_average,yes,half,yes,?,good
2,5.7,4.5,?,none,35,?,?,?,?,11,below_average,?,half,?,full,good
3,2,4.5,?,none,40,?,?,5,yes,9,below_average,yes,?,?,full,good
3,2,4.5,?,?,33,empl_contr,?,3,?,11,average,yes,none,yes,none,bad
1,3.5,5,?,?,40,none,13,?,no,9,average,yes,?,?,?,good
3,2.1,4,?,none,40,?,?,6,?,12,below_average,?,half,?,full,good
3,7,4,?,tcf,40,empl_contr,2,5,?,9,generous,yes,half,no,full,bad
2,4,5,?,none,40,?,?,?,?,10,below_average,?,?,yes,half,good
2,4.5,4,?,none,40,?,?,?,?,12,below_average,?,full,yes,half,good
2,7,4.4,?,?,40,?,?,?,?,10,generous,?,half,yes,none,good
3,3,4.4,4.6,?,27,?,?,5,?,12,average,yes,?,yes,?,good
3,3.5,?,?,none,33,?,?,5,?,10,average,yes,half,yes,?,good
2,2.5,2.5,?,?,40,?,?,6,?,10,below_average,?,?,yes,none,good
1,2,?,?,none,27,?,?,2,?,12,below_average,yes,none,no,?,good
2,3.7,5,?,tcf,38,?,?,?,no,11,average,?,half,?,full,bad
2,6,?,5.1,none,35,?,10,4,yes,10,?,yes,half,?,?,good
2,2.5,?,?,?,?,?,?,?,?,11,average,?,none,yes,?,bad
2,4.5,7,?,?,?,empl_contr,?,3,?,?,?,?,?,?,?,good
3,2,4,2.5,none,?,ret_allw,?,?,?,9,below_average,?,?,?,?,bad
2,4.5,4.5,4.6,none,35,none,14,?,yes,11,average,?,none,?,full,good
2,2,3,2.5,tcf,?,empl_contr,?,?,?,11,average,?,half,?,full,good
2,4,3,?,none,38,?,2,?,?,12,average,?,none,?,full,good
2,5,4.8,?,?,36,?,?,?,no,10,?,no,?,yes,?,good
2,3,5.3,?,none,35,?,10,?,yes,10,average,?,?,yes,?,good
2,?,2.5,?,none,38,empl_contr,?,1,?,9,below_average,?,half,yes,?,bad
2,3.5,4.4,?,?,40,none,?,?,?,11,average,?,none,?,full,good
2,2.1,4,4,none,?,?,2,5,?,12,average,?,?,?,full,good
3,5.7,5,?,?,39,ret_allw,?,?,?,?,generous,?,full,?,none,good
1,2.8,4.5,?,none,35,?,?,4,?,11,below_average,?,half,?,half,good
2,4.5,4,4,tcf,40,?,?,5,no,11,average,?,full,?,none,good
1,4.6,3,?,none,38,?,?,3,?,10,generous,?,?,yes,half,bad
2,4,4,?,none,?,?,?,4,?,11,below_average,?,?,?,half,good
1,3,2,?,none,35,empl_contr,?,?,no,11,below_average,?,?,?,half,bad
2,4.5,4,?,?,40,?,?,?,?,?,average,?,full,?,none,good
2,4,3,?,?,37,none,?,?,?,11,below_average,yes,?,?,none,good
3,5.7,5.8,4,tcf,40,empl_contr,?,25,yes,10,below_average,yes,half,yes,full,good
2,4.5,2,?,tc,38,?,?,5,yes,12,below_average,?,none,?,half,bad
3,4.5,?,5,tcf,27,empl_contr,?,?,?,12,generous,yes,full,yes,full,good
1,4.5,4.5,?,none,37,?,?,1,?,12,below_average,no,full,yes,full,good
?,2,4,?,?,37,none,?,?,?,10,generous,yes,half,yes,full,good
3,4.5,?,?,?,38,?,?,?,yes,?,generous,?,?,yes,full,bad
2,?,6.4,?,none,38,none,?,4,no,11,generous,no,?,yes,?,bad
2,2,7,?,none,37,?,?,?,?,11,generous,no,full,?,half,bad
1,4.5,2,?,none,35,empl_contr,?,?,no,10,generous,?,half,yes,half,good
3,5.7,2.5,?,none,37,?,?,4,yes,9,average,?,none,yes,full,good
2,3,4.4,?,none,40,empl_contr,?,14,?,11,generous,yes,half,?,?,bad
2,3,5,2.5,?,38,ret_allw,?,6,?,12,below_average,no,?,yes,?,bad
2,2,?,?,tc,38,?,?,?,no,12,average,yes,?,?,full,good
3,4.5,3,?,none,38,?,?,?,no,10,generous,no,full,?,?,bad
3,3,4,2,?,?,?,?,?,?,11,average,yes,?,?,none,good
2,5.7,3,?,?,?,none,12,?,?,12,average,?,?,?,half,good
3,2,?,?,?,40,?,?,?,?,10,generous,?,?,yes,?,good
2,2,6,?,tcf,40,?,?,?,?,11,below_average,?,half,?,none,good
2,4.6,2,2,?,38,empl_contr,?,5,?,12,average,?,full,?,full,good
2,3.5,4,?,?,40,?,?,?,yes,15,?,yes,none,yes,none,bad
2,4,4.4,?,none,40,empl_contr,?,14,yes,11,generous,?,?,?,?,good
3,6,4,2,none,?,?,?,2,no,10,?,?,?,yes,?,good
3,4.5,2.5,?,none,40,?,?,6,?,?,below_average,?,half,?,none,good
3,4.3,2,?,?,?,none,2,?,yes,10,average,?,half,yes,none,good
3,?,4.5,?,none,38,?,?,?,?,11,below_average,yes,none,yes,?,bad
1,3,2.5,?,tcf,40,?,?,?,?,11,generous,?,?,yes,?,bad
2,2.1,7,?,?,40,empl_contr,?,?,?,10,average,yes,?,yes,?,good
2,3,6.4,?,?,38,?,?,5,?,11,below_average,?,?,?,full,good
1,4.6,5,?,none,40,empl_contr,2,6,?,10,below_average,?,half,yes,?,good
3,2,6,?,tcf,40,?,?,6,yes,10,generous,?,?,yes,none,bad
2,5,5,?,tcf,40,?,13,?,?,?,below_average,?,half,yes,full,good
2,4.3,?,2,none,40,?,?,1,?,11,below_average,yes,none,yes,none,good
?,6.4,?,?,none,38,none,13,?,?,?,average,?,none,?,full,good
2,3.5,2,?,none,?,?,?,6,no,10,average,yes,?,yes,?,bad
2,4,4,?,?,35,?,?,4,?,11,generous,yes,half,yes,?,good
2,4,4,?,none,33,empl_contr,2,5,no,10,below_average,yes,?,yes,none,good
2,4,2.5,5,?,38,?,?,?,yes,10,below_average,?,full,?,?,bad
3,5,?,?,none,40,?,?,3,?,13,below_average,yes,none,yes,none,bad
2,4,?,?,?,40,?,?,?,yes,12,average,?,?,?,full,good
2,3,4.5,?,?,40,?,?,14,?,13,generous,yes,full,yes,full,good
3,2,4.4,?,tcf,38,empl_contr,?,4,no,12,average,?,?,?,?,good
1,3,4,?,none,35,?,?,3,?,13,below_average,?,?,?,half,good
1,3,7,?,?,38,empl_contr,?,5,yes,11,?,?,half,yes,?,bad
1,4,?,?,tc,38,?,?,?,yes,11,average,?,half,yes,none,good
3,2,4.4,?,tcf,37,?,?,?,?,11,average,?,full,yes,full,good
1,2.5,?,?,?,38,?,?,3,?,11,below_average,yes,none,?,?,good
1,4,4,?,?,38,?,?,?,no,15,generous,yes,half,?,half,good
2,2,?,?,?,38,none,2,3,?,12,generous,yes,?,yes,?,good
2,4.5,4,?,none,40,empl_contr,?,?,?,?,below_average,no,none,?,?,good
3,5,2.5,4.6,tc,38,?,?,2,?,10,generous,?,full,?,full,bad
3,4.5,?,?,?,37,?,?,?,?,11,generous,?,?,yes,none,good
2,3.5,3,?,none,40,empl_contr,?,5,?,11,generous,?,?,?,full,bad
2,3,?,?,?,40,empl_contr,?,5,yes,15,below_average,?,none,?,full,good
2,3.7,5,5,none,40,empl_contr,?,5,no,9,below_average,?,?,yes,full,good
2,3.5,4.4,?,none,?,?,12,4,?,11,average,?,half,yes,full,good
1,2,?,?,tc,38,empl_contr,?,2,?,11,average,no,full,?,none,good
1,3.5,4.6,?,none,38,?,?,?,yes,11,average,?,?,?,full,good
3,2.5,7,?,none,38,none,?,?,?,10,generous,yes,?,?,half,bad
3,5,5,?,?,40,?,?,?,no,9,below_average,yes,full,?,full,bad
2,5,7,2.5,none,40,?,?,?,?,11,generous,yes,?,?,?,good
3,5.7,4,2.3,none,27,?,10,3,no,11,average,?,none,?,full,good
2,7,?,5.1,none,33,none,?,2,?,?,generous,no,full,yes,half,good
1,2,3,5,?,37,?,?,?,?,11,below_average,yes,none,yes,full,bad
3,2,3,5,?,40,none,?,?,no,10,generous,yes,?,yes,?,good
3,4.5,4,?,?,40,?,?,4,?,10,below_average,yes,?,yes,full,good
3,2.8,4.5,?,none,40,?,?,?,?,12,generous,?,half,yes,full,good
3,2,4.5,?,?,27,?,2,?,yes,12,below_average,?,half,?,full,good
3,4,2,?,tc,?,empl_contr,13,?,?,10,?,?,half,?,?,good
3,2,3,?,none,39,?,?,?,?,12,below_average,yes,full,?,?,good
2,3,?,?,?,38,?,2,0,no,11,average,?,half,yes,?,good
2,6.4,?,?,none,38,none,14,25,?,12,generous,yes,half,?,?,good
2,2,4.6,?,none,?,empl_contr,13,5,?,11,generous,yes,?,?,none,bad
2,5,4,2.5,none,36,empl_contr,?,?,?,10,generous,?,full,?,?,good
2,4.3,2.5,?,tcf,?,?,?,5,yes,15,below_average,?,?,?,full,bad
1,3.7,4,?,?,38,?,?,4,yes,11,below_average,no,full,yes,?,good
2,4,3,?,tcf,38,empl_contr,?,3,?,11,below_average,?,full,yes,?,good
2,2.5,2,?,none,40,none,2,?,?,9,generous,?,none,?,full,good
2,6.4,4.6,?,none,40,?,?,?,?,9,below_average,no,full,?,full,bad
2,5,6,?,none,40,?,?,6,no,12,average,?,half,?,?,bad
3,4.5,4.5,?,?,38,none,?,?,?,10,below_average,?,none,yes,?,good
3,2,2,2.5,none,38,?,?,3,yes,10,generous,yes,none,?,full,good
3,4.5,2,2.5,?,35,none,?,?,?,10,average,?,full,?,?,bad
2,3.5,4,5,none,37,none,?,14,no,11,generous,no,?,?,full,good
2,3.7,2,?,none,38,none,?,?,yes,?,below_average,no,half,yes,?,good
2,3.5,?,?,?,40,ret_allw,?,?,no,11,average,?,?,yes,?,bad
2,4.5,4.5,?,none,38,?,?,4,no,13,below_average,?,?,?,?,good
1,2.8,3,?,none,37,?,8,?,?,12,average,?,?,yes,half,good
3,4.3,4,?,?,40,ret_allw,14,?,yes,12,generous,yes,full,yes,full,bad
3,4,2,?,none,40,?,?,?,?,13,generous,?,half,no,?,good
3,5,?,?,tc,35,none,?,5,?,12,below_average,?,half,?,full,bad
1,3.5,5.3,?,?,37,?,?,0,?,10,average,yes,half,yes,?,good
2,3.5,5,?,tc,40,?,?,?,yes,10,generous,?,full,?,full,good
1,4.5,4,?,?,27,?,?,0,?,12,generous,?,?,yes,full,good
1,2,?,?,none,40,ret_allw,?,?,?,10,generous,yes,half,?,full,good
3,2.5,2.5,?,tcf,40,?,?,5,?,12,below_average,yes,half,yes,none,good
3,4.5,?,?,none,38,?,?,5,?,?,generous,?,half,yes,?,bad
1,5.7,3,?,tc,38,none,?,?,?,11,generous,yes,none,?,none,bad
3,4.6,2.5,?,tcf,37,?,?,1,yes,10,?,?,?,?,full,good
2,2,4,?,tc,37,empl_contr,?,3,?,10,below_average,yes,?,yes,?,good
2,4,4.5,5,?,37,?,?,?,?,?,average,yes,full,yes,full,good
2,2.5,4.8,2.5,?,35,?,?,2,?,11,generous,?,half,?,?,good
3,3,2.5,?,?,40,?,2,5,?,11,?,yes,?,yes,?,good
2,3.5,4.5,?,tcf,40,?,?,10,?,10,generous,no,?,?,?,good
3,2.5,4.4,?,tcf,40,?,?,?,?,9,below_average,?,none,?,full,good
3,?,4,?,none,40,?,?,3,?,10,below_average,?,?,yes,?,good
2,6,2.5,4.6,tcf,?,?,?,2,yes,15,generous,?,?,?,full,good
2,4.5,4,?,tc,40,ret_allw,?,2,?,11,?,?,none,yes,full,good
3,5,?,?,?,40,?,?,3,yes,10,average,yes,?,yes,half,good
2,2,4,?,tcf,40,?,?,?,?,10,average,no,?,?,?,good
3,4.5,4,?,none,38,?,?,3,?,13,below_average,?,none,yes,?,bad
3,3.5,?,?,?,40,?,?,4,?,13,?,?,?,?,half,good
3,2,4,?,?,35,?,2,5,?,11,?,yes,?,?,?,good
2,2,3,4.6,none,38,empl_contr,?,?,?,12,generous,no,?,?,full,good
2,4,4,?,?,40,?,?,?,?,11,generous,?,?,?,full,good
3,2.5,4.4,?,tc,35,?,?,?,?,10,?,?,half,yes,?,bad
2,2.5,4.4,4.6,none,?,ret_allw,?,4,yes,12,average,no,full,?,full,good
2,3,?,?,none,40,?,?,4,?,11,generous,?,half,?,full,good
1,5,4.5,2,tc,40,?,?,3,?,11,below_average,?,full,yes,full,good
2,4,4.5,?,?,?,empl_contr,?,5,?,13,below_average,?,full,?,full,good
2,4,2,2.3,?,40,none,?,3,?,12,generous,?,none,?,?,good
2,4.3,4.5,2.5,none,40,empl_contr,?,?,?,10,generous,yes,none,yes,full,bad
2,6,4.5,?,?,40,?,2,3,?,11,below_average,?,none,?,half,good
2,2,?,?,none,35,?,?,4,?,15,generous,yes,?,?,none,bad
1,4,4,4.6,none,38,?,?,3,no,10,below_average,yes,full,?,full,good
3,5,5.8,?,tc,38,none,?,3,?,11,below_average,yes,none,?,full,bad
2,2,4,?,?,35,none,?,3,?,11,generous,yes,?,?,full,good
2,2.5,?,?,none,35,empl_contr,?,1,?,9,generous,?,half,?,?,bad
3,3,?,?,?,40,?,?,?,?,?,average,?,half,?,?,bad
2,6.4,?,?,none,38,?,13,?,?,11,average,?,none,?,half,good
2,3.5,4.4,2,none,27,?,12,?,?,10,average,yes,full,no,full,bad
3,3.5,?,?,?,38,empl_contr,?,14,?,11,generous,?,half,?,none,good
1,3,2,5,tcf,35,?,2,2,no,12,average,?,none,?,full,good
2,6,5,?,none,37,none,14,?,?,?,?,?,none,yes,full,good
3,4.5,7,2.3,tcf,35,none,?,?,?,11,below_average,?,?,yes,full,bad
1,6,2,?,tcf,37,none,?,?,?,9,below_average,?,half,?,half,good
1,3,4.5,5,tc,40,?,12,4,?,12,generous,no,?,?,?,bad
2,2,4,2.3,?,35,ret_allw,?,?,no,10,below_average,?,half,?,none,bad
3,3.5,2.5,?,none,40,none,?,?,yes,11,average,yes,?,?,?,bad
2,2.8,?,?,?,40,?,?,2,no,10,?,?,?,yes,full,bad
3,3.7,2,5,none,35,empl_contr,?,4,?,13,average,?,full,yes,full,good
1,6.9,3,?,?,38,none,?,2,no,11,generous,yes,half,yes,full,bad
2,4.5,?,5,none,40,?,?,3,?,12,generous,?,none,yes,none,bad
2,5,4,?,?,38,none,?,2,no,12,average,yes,full,?,full,bad
2,2.8,2,?,tc,40,?,?,?,yes,10,average,no,?,?,full,good
1,2,7,?,?,40,none,?,?,?,11,below_average,?,half,?,full,good
2,4.5,3,?,none,38,?,?,?,?,12,generous,yes,?,?,full,good
2,5,?,?,?,40,none,?,?,?,11,below_average,?,?,yes,?,good
2,4.5,?,?,?,40,?,?,3,yes,?,generous,no,none,?,full,bad
3,3.5,4,?,tcf,33,empl_contr,?,3,?,11,below_average,yes,half,?,?,bad
2,2.8,2,?,none,36,none,?,3,?,10,generous,?,half,yes,?,bad
3,4.5,4,?,tc,37,?,10,?,?,12,average,yes,full,?,?,good
1,2,5,?,none,38,?,?,?,?,11,generous,?,?,?,half,good
3,3,6,?,?,38,?,?,14,?,13,generous,yes,half,yes,full,good
2,?,7,?,?,40,?,?,6,?,10,generous,no,?,yes,full,good
1,4.5,4,?,none,40,?,?,0,?,11,below_average,yes,none,yes,half,good
1,2,?,?,none,36,empl_contr,?,5,yes,9,below_average,?,?,?,none,bad
2,5.7,4,4.5,tc,35,?,?,3,?,11,generous,yes,half,?,full,good
1,2,4,?,?,?,?,?,?,yes,11,below_average,?,none,?,?,good
2,4,4,5,tcf,27,?,?,5,no,10,below_average,?,half,yes,full,good
2,3.5,5,?,none,?,?,?,2,?,10,below_average,yes,half,no,half,bad
1,3.5,3.5,?,none,38,none,?,?,?,11,average,?,none,?,full,bad
2,?,5.8,5,?,38,?,2,4,no,12,average,yes,?,no,full,bad
2,5.7,4.4,?,none,40,?,?,?,?,10,generous,?,?,?,full,good
3,3.5,4.6,?,none,38,?,?,?,?,11,generous,?,half,?,?,good
3,5.7,4.4,?,none,36,ret_allw,?,5,?,11,below_average,?,half,yes,half,good
2,4.6,2.5,?,?,35,none,?,4,yes,11,generous,?,half,yes,none,good
1,5,2,?,none,38,?,?,25,yes,11,generous,?,half,yes,?,good
1,4,4,?,?,?,?,?,?,?,11,below_average,?,full,?,?,good
2,2,?,?,?,38,none,14,0,yes,10,below_average,yes,full,?,?,good
2,4.6,5,?,?,38,?,?,2,no,10,average,?,half,yes,half,bad
2,2,4.4,?,?,38,?,?,3,no,13,generous,?,full,?,full,bad
3,4,?,4.6,?,40,empl_contr,?,6,?,10,below_average,?,half,yes,none,good
3,?,4.5,?,none,40,empl_contr,?,?,yes,10,average,?,full,?,half,good
3,4.5,4.8,?,none,?,empl_contr,?,2,?,11,below_average,no,half,?,?,bad
3,5,7,?,?,38,?,?,4,yes,12,generous,?,full,yes,?,good
3,4.5,4,?,?,38,none,?,3,yes,15,generous,yes,?,yes,full,good
3,4.3,3.5,?,?,38,?,?,4,yes,11,below_average,?,half,no,?,good
2,4,4,?,none,40,empl_contr,?,?,no,10,generous,yes,full,?,full,good
2,4,5.8,?,tc,40,?,?,3,no,11,below_average,?,?,?,full,good
2,5,?,2.3,tcf,40,?,2,25,yes,11,generous,yes,?,?,full,good
1,2.1,4,?,tc,35,?,?,25,no,13,below_average,yes,none,?,none,good
1,4.5,3,2,tc,35,none,?,0,no,12,generous,?,none,yes,full,bad
2,5,4,?,?,40,?,?,3,no,9,below_average,?,?,yes,half,bad
2,5.7,3,?,none,35,none,?,3,?,11,average,yes,full,yes,full,bad
3,2.5,?,?,tc,38,?,?,?,no,12,generous,no,?,yes,full,good
2,2,4.5,5,?,40,none,?,2,no,10,?,no,?,?,?,good
2,2.5,?,?,tcf,40,ret_allw,?,?,yes,12,below_average,no,half,no,half,good
2,2,2.5,?,none,40,?,?,2,no,11,generous,yes,none,yes,?,good
3,4.5,5.3,2,none,38,?,?,?,?,13,generous,no,none,yes,full,good
2,5,4,?,tc,38,none,?,10,yes,12,below_average,no,half,no,?,good
1,2.5,2,?,?,?,none,8,2,?,11,?,yes,?,?,half,bad
2,3,3,?,tcf,40,none,?,?,no,?,below_average,?,?,?,full,bad
3,4.5,2,?,?,38,?,13,3,yes,9,below_average,yes,?,yes,?,good
3,3,2.5,?,?,40,?,?,?,?,11,below_average,yes,?,yes,full,bad
2,4,?,?,none,40,empl_contr,?,?,no,9,average,?,half,?,half,good
3,6,2.5,?,tcf,?,empl_contr,?,6,?,11,below_average,yes,half,yes,?,good
