% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
may,lt-normal,lt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,powdery-mildew
october,normal,norm,lt-norm,no,diff-lst-year,scattered,minor,fungicide,lt-80,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,powdery-mildew
september,normal,gt-norm,norm,no,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,charcoal-rot
august,normal,lt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,present,norm,brown-stem-rot
october,normal,norm,norm,no,same-lst-two-yrs,scattered,pot-severe,fungicide,90-100,abnorm,norm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,no,absent,tan,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
october,lt-normal,lt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
may,lt-normal,lt-norm,lt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,lt-80,norm,norm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,brown,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
october,normal,gt-norm,lt-norm,yes,diff-lst-year,scattered,severe,fungicide,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,absent,norm,absent,absent,norm,absent,norm,phytophthora-rot
may,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,present,rotted,alternarialeaf-spot
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,above-soil,dk-brown-blk,present,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,rotted,phytophthora-rot
may,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,severe,none,80-89,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
june,normal,gt-norm,norm,yes,same-lst-yr,low-areas,minor,none,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,colored,norm,present,present,norm,absent,rotted,phytophthora-rot
april,lt-normal,norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,phytophthora-rot
july,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,present,norm,absent,rotted,bacterial-pustule
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,minor,other,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,brown,present,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,phytophthora-rot
april,lt-normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,phytophthora-rot
august,normal,gt-norm,norm,no,same-lst-yr,scattered,pot-severe,none,80-89,abnorm,abnorm,yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-spot
september,normal,gt-norm,norm,no,same-lst-two-yrs,scattered,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,above-sec-nde,brown,present,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
june,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,scattered,severe,none,80-89,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,present,firm-and-dry,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
